Country,Reactor,Reactor Type,Emission Type,Year,Emissions [GBq yr^-1]
United Kingdom,Claderhall A-D ,GCR,Unknown,2004,0.4
United Kingdom,Dungeness AA-AB,GCR ,Unknown,1995,3600.0
United Kingdom,Dungeness AA-AB,GCR ,Unknown,1996,2500.0
United Kingdom,Dungeness AA-AB,GCR ,Unknown,1997,3200.0
United Kingdom,Dungeness AA-AB,GCR ,Unknown,1998,3000.0
United Kingdom,Dungeness AA-AB,GCR ,Unknown,1999,3560.0
United Kingdom,Dungeness AA-AB,GCR ,Unknown,2000,3100.0
United Kingdom,Dungeness AA-AB,GCR ,Unknown,2001,3000.0
United Kingdom,Dungeness AA-AB,GCR ,Unknown,2002,3500.0
United Kingdom,Dungeness AA-AB,GCR ,Unknown,2003,3410.0
United Kingdom,Dungeness AA-AB,GCR ,Unknown,2004,3050.0
United Kingdom,Dungeness AA-AB,GCR ,Unknown,2005,1910.0
United Kingdom,Dungeness AA-AB,GCR ,Unknown,2006,1930.0
United Kingdom,Dungeness AA-AB,GCR ,Unknown,2007,243.0
United Kingdom,Dungeness AA-AB,GCR ,Unknown,2008,1.11
United Kingdom,Dungeness AA-AB,GCR ,Unknown,2009,30.1
United Kingdom,Dungeness AA-AB,GCR ,Unknown,2010,0.222
United Kingdom,Dungeness AA-AB,GCR ,Unknown,2011,0.282
United Kingdom,Dungeness AA-AB,GCR ,Unknown,2012,0.634
United Kingdom,Dungeness AA-AB,GCR ,Unknown,2013,0.452
United Kingdom,Dungeness AA-AB,GCR ,Unknown,2014,0.474
United Kingdom,Dungeness AA-AB,GCR ,Unknown,2015,0.353
United Kingdom,Dungeness B1-B2,AGR,Unknown,1995,161.0
United Kingdom,Dungeness B1-B2,AGR,Unknown,1996,490.0
United Kingdom,Dungeness B1-B2,AGR,Unknown,1997,473.0
United Kingdom,Dungeness B1-B2,AGR,Unknown,1998,405.0
United Kingdom,Dungeness B1-B2,AGR,Unknown,1999,470.0
United Kingdom,Dungeness B1-B2,AGR,Unknown,2000,277.0
United Kingdom,Dungeness B1-B2,AGR,Unknown,2001,523.0
United Kingdom,Dungeness B1-B2,AGR,Unknown,2002,638.0
United Kingdom,Dungeness B1-B2,AGR,Unknown,2003,714.0
United Kingdom,Dungeness B1-B2,AGR,Unknown,2004,669.0
United Kingdom,Dungeness B1-B2,AGR,Unknown,2005,704.0
United Kingdom,Dungeness B1-B2,AGR,Unknown,2006,601.0
United Kingdom,Dungeness B1-B2,AGR,Unknown,2007,797.0
United Kingdom,Dungeness B1-B2,AGR,Unknown,2008,730.0
United Kingdom,Dungeness B1-B2,AGR,Unknown,2009,634.0
United Kingdom,Dungeness B1-B2,AGR,Unknown,2010,503.0
United Kingdom,Dungeness B1-B2,AGR,Unknown,2011,508.0
United Kingdom,Dungeness B1-B2,AGR,Unknown,2012,528.0
United Kingdom,Dungeness B1-B2,AGR,Unknown,2013,557.0
United Kingdom,Dungeness B1-B2,AGR,Unknown,2014,808.0
United Kingdom,Dungeness B1-B2,AGR,Unknown,2015,856.0
United Kingdom,Hartlepool A1-A2,AGR,Unknown,1995,452.0
United Kingdom,Hartlepool A1-A2,AGR,Unknown,1996,1510.0
United Kingdom,Hartlepool A1-A2,AGR,Unknown,1997,1610.0
United Kingdom,Hartlepool A1-A2,AGR,Unknown,1998,1910.0
United Kingdom,Hartlepool A1-A2,AGR,Unknown,1999,1740.0
United Kingdom,Hartlepool A1-A2,AGR,Unknown,2000,1470.0
United Kingdom,Hartlepool A1-A2,AGR,Unknown,2001,2090.0
United Kingdom,Hartlepool A1-A2,AGR,Unknown,2002,1780.0
United Kingdom,Hartlepool A1-A2,AGR,Unknown,2003,1800.0
United Kingdom,Hartlepool A1-A2,AGR,Unknown,2004,1420.0
United Kingdom,Hartlepool A1-A2,AGR,Unknown,2005,1330.0
United Kingdom,Hartlepool A1-A2,AGR,Unknown,2006,1470.0
United Kingdom,Hartlepool A1-A2,AGR,Unknown,2007,1660.0
United Kingdom,Hartlepool A1-A2,AGR,Unknown,2009,1170.0
United Kingdom,Hartlepool A1-A2,AGR,Unknown,2010,1930.0
United Kingdom,Hartlepool A1-A2,AGR,Unknown,2011,2210.0
United Kingdom,Hartlepool A1-A2,AGR,Unknown,2012,2170.0
United Kingdom,Hartlepool A1-A2,AGR,Unknown,2013,2250.0
United Kingdom,Hartlepool A1-A2,AGR,Unknown,2014,1760.0
United Kingdom,Hartlepool A1-A2,AGR,Unknown,2015,1810.0
United Kingdom,Heysham 1A-1B,AGR,Unknown,1995,811.0
United Kingdom,Heysham 1A-1B,AGR,Unknown,1996,1020.0
United Kingdom,Heysham 1A-1B,AGR,Unknown,1997,1300.0
United Kingdom,Heysham 1A-1B,AGR,Unknown,1998,1160.0
United Kingdom,Heysham 1A-1B,AGR,Unknown,1999,688.0
United Kingdom,Heysham 1A-1B,AGR,Unknown,2000,1380.0
United Kingdom,Heysham 1A-1B,AGR,Unknown,2001,1230.0
United Kingdom,Heysham 1A-1B,AGR,Unknown,2002,1320.0
United Kingdom,Heysham 1A-1B,AGR,Unknown,2003,1670.0
United Kingdom,Heysham 1A-1B,AGR,Unknown,2004,690.0
United Kingdom,Heysham 1A-1B,AGR,Unknown,2005,1090.0
United Kingdom,Heysham 1A-1B,AGR,Unknown,2006,1720.0
United Kingdom,Heysham 1A-1B,AGR,Unknown,2007,1480.0
United Kingdom,Heysham 1A-1B,AGR,Unknown,2008,33.0
United Kingdom,Heysham 1A-1B,AGR,Unknown,2009,1300.0
United Kingdom,Heysham 1A-1B,AGR,Unknown,2010,1270.0
United Kingdom,Heysham 1A-1B,AGR,Unknown,2011,1560.0
United Kingdom,Heysham 1A-1B,AGR,Unknown,2012,1740.0
United Kingdom,Heysham 1A-1B,AGR,Unknown,2013,1660.0
United Kingdom,Heysham 1A-1B,AGR,Unknown,2014,873.0
United Kingdom,Heysham 1A-1B,AGR,Unknown,2015,1000.0
United Kingdom,Heysham 2A-2B,AGR,Unknown,1995,909.0
United Kingdom,Heysham 2A-2B,AGR,Unknown,1996,849.0
United Kingdom,Heysham 2A-2B,AGR,Unknown,1997,817.0
United Kingdom,Heysham 2A-2B,AGR,Unknown,1998,1050.0
United Kingdom,Heysham 2A-2B,AGR,Unknown,1999,1090.0
United Kingdom,Heysham 2A-2B,AGR,Unknown,2000,940.0
United Kingdom,Heysham 2A-2B,AGR,Unknown,2001,1160.0
United Kingdom,Heysham 2A-2B,AGR,Unknown,2002,1280.0
United Kingdom,Heysham 2A-2B,AGR,Unknown,2003,1210.0
United Kingdom,Heysham 2A-2B,AGR,Unknown,2004,1390.0
United Kingdom,Heysham 2A-2B,AGR,Unknown,2005,1550.0
United Kingdom,Heysham 2A-2B,AGR,Unknown,2006,1270.0
United Kingdom,Heysham 2A-2B,AGR,Unknown,2007,1520.0
United Kingdom,Heysham 2A-2B,AGR,Unknown,2008,1700.0
United Kingdom,Heysham 2A-2B,AGR,Unknown,2009,1400.0
United Kingdom,Heysham 2A-2B,AGR,Unknown,2010,1210.0
United Kingdom,Heysham 2A-2B,AGR,Unknown,2011,1670.0
United Kingdom,Heysham 2A-2B,AGR,Unknown,2012,1380.0
United Kingdom,Heysham 2A-2B,AGR,Unknown,2013,1560.0
United Kingdom,Heysham 2A-2B,AGR,Unknown,2014,1530.0
United Kingdom,Heysham 2A-2B,AGR,Unknown,2015,1730.0
United Kingdom,Hinkley Point BA-BB,AGR,Unknown,1995,843.0
United Kingdom,Hinkley Point BA-BB,AGR,Unknown,1996,1880.0
United Kingdom,Hinkley Point BA-BB,AGR,Unknown,1997,1410.0
United Kingdom,Hinkley Point BA-BB,AGR,Unknown,1998,1920.0
United Kingdom,Hinkley Point BA-BB,AGR,Unknown,1999,1210.0
United Kingdom,Hinkley Point BA-BB,AGR,Unknown,2000,1000.0
United Kingdom,Hinkley Point BA-BB,AGR,Unknown,2001,1140.0
United Kingdom,Hinkley Point BA-BB,AGR,Unknown,2002,1070.0
United Kingdom,Hinkley Point BA-BB,AGR,Unknown,2003,1220.0
United Kingdom,Hinkley Point BA-BB,AGR,Unknown,2004,1310.0
United Kingdom,Hinkley Point BA-BB,AGR,Unknown,2005,1580.0
United Kingdom,Hinkley Point BA-BB,AGR,Unknown,2006,1320.0
United Kingdom,Hinkley Point BA-BB,AGR,Unknown,2007,472.0
United Kingdom,Hinkley Point BA-BB,AGR,Unknown,2008,1110.0
United Kingdom,Hinkley Point BA-BB,AGR,Unknown,2009,908.0
United Kingdom,Hinkley Point BA-BB,AGR,Unknown,2010,1210.0
United Kingdom,Hinkley Point BA-BB,AGR,Unknown,2011,1170.0
United Kingdom,Hinkley Point BA-BB,AGR,Unknown,2012,1160.0
United Kingdom,Hinkley Point BA-BB,AGR,Unknown,2013,1210.0
United Kingdom,Hinkley Point BA-BB,AGR,Unknown,2014,1660.0
United Kingdom,Hinkley Point BA-BB,AGR,Unknown,2015,1480.0
United Kingdom,Hinkley point AA-AB,GCR,Unknown,1995,1060.0
United Kingdom,Hinkley point AA-AB,GCR,Unknown,1996,1880.0
United Kingdom,Hinkley point AA-AB,GCR,Unknown,1997,1910.0
United Kingdom,Hinkley point AA-AB,GCR,Unknown,1998,1420.0
United Kingdom,Hinkley point AA-AB,GCR,Unknown,1999,1600.0
United Kingdom,Hinkley point AA-AB,GCR,Unknown,2000,56.0
United Kingdom,Hinkley point AA-AB,GCR,Unknown,2001,2.6
United Kingdom,Hinkley point AA-AB,GCR,Unknown,2002,2.56
United Kingdom,Hinkley point AA-AB,GCR,Unknown,2003,2.63
United Kingdom,Hinkley point AA-AB,GCR,Unknown,2004,1.5
United Kingdom,Hinkley point AA-AB,GCR,Unknown,2005,0.76
United Kingdom,Hinkley point AA-AB,GCR,Unknown,2006,0.687
United Kingdom,Hinkley point AA-AB,GCR,Unknown,2007,0.712
United Kingdom,Hinkley point AA-AB,GCR,Unknown,2008,0.731
United Kingdom,Hinkley point AA-AB,GCR,Unknown,2009,0.725
United Kingdom,Hinkley point AA-AB,GCR,Unknown,2010,0.71
United Kingdom,Hinkley point AA-AB,GCR,Unknown,2011,0.67
United Kingdom,Hinkley point AA-AB,GCR,Unknown,2012,0.6
United Kingdom,Hinkley point AA-AB,GCR,Unknown,2013,0.51
United Kingdom,Hinkley point AA-AB,GCR,Unknown,2014,0.48
United Kingdom,Hinkley point AA-AB,GCR,Unknown,2015,0.457
United Kingdom,Hunterstone A,GCR,Unknown,1995,32.0
United Kingdom,Hunterstone A,GCR,Unknown,1996,9.75
United Kingdom,Hunterstone A,GCR,Unknown,1997,0.179
United Kingdom,Hunterstone A,GCR,Unknown,1998,0.0
United Kingdom,Hunterstone A,GCR,Unknown,1999,0.0
United Kingdom,Hunterstone A,GCR,Unknown,2000,0.0
United Kingdom,Hunterstone A,GCR,Unknown,2001,0.0
United Kingdom,Hunterstone A,GCR,Unknown,2002,0.18
United Kingdom,Hunterstone A,GCR,Unknown,2003,0.188
United Kingdom,Hunterstone A,GCR,Unknown,2004,0.134
United Kingdom,Hunterstone A,GCR,Unknown,2005,0.111
United Kingdom,Hunterstone A,GCR,Unknown,2006,0.184
United Kingdom,Hunterstone A,GCR,Unknown,2007,0.181
United Kingdom,Hunterstone A,GCR,Unknown,2008,0.128
United Kingdom,Hunterstone A,GCR,Unknown,2009,0.117
United Kingdom,Hunterstone A,GCR,Unknown,2010,0.094
United Kingdom,Hunterstone A,GCR,Unknown,2011,0.08
United Kingdom,Hunterstone A,GCR,Unknown,2012,0.08
United Kingdom,Hunterstone A,GCR,Unknown,2013,0.083
United Kingdom,Hunterstone A,GCR,Unknown,2014,0.08
United Kingdom,Hunterstone A,GCR,Unknown,2015,0.0577
United Kingdom,Hunterstone B1-B2,AGR,Unknown,1995,1300.0
United Kingdom,Hunterstone B1-B2,AGR,Unknown,1996,1350.0
United Kingdom,Hunterstone B1-B2,AGR,Unknown,1997,1670.0
United Kingdom,Hunterstone B1-B2,AGR,Unknown,1998,1860.0
United Kingdom,Hunterstone B1-B2,AGR,Unknown,1999,2000.0
United Kingdom,Hunterstone B1-B2,AGR,Unknown,2000,1820.0
United Kingdom,Hunterstone B1-B2,AGR,Unknown,2001,1900.0
United Kingdom,Hunterstone B1-B2,AGR,Unknown,2002,2230.0
United Kingdom,Hunterstone B1-B2,AGR,Unknown,2003,1620.0
United Kingdom,Hunterstone B1-B2,AGR,Unknown,2004,1970.0
United Kingdom,Hunterstone B1-B2,AGR,Unknown,2005,1640.0
United Kingdom,Hunterstone B1-B2,AGR,Unknown,2006,1680.0
United Kingdom,Hunterstone B1-B2,AGR,Unknown,2007,540.0
United Kingdom,Hunterstone B1-B2,AGR,Unknown,2008,1310.0
United Kingdom,Hunterstone B1-B2,AGR,Unknown,2009,1320.0
United Kingdom,Hunterstone B1-B2,AGR,Unknown,2010,1310.0
United Kingdom,Hunterstone B1-B2,AGR,Unknown,2011,1300.0
United Kingdom,Hunterstone B1-B2,AGR,Unknown,2012,1390.0
United Kingdom,Hunterstone B1-B2,AGR,Unknown,2013,1220.0
United Kingdom,Hunterstone B1-B2,AGR,Unknown,2014,1080.0
United Kingdom,Hunterstone B1-B2,AGR,Unknown,2015,1530.0
United Kingdom,Oldbury AA-AB,GCR,Unknown,1995,3750.0
United Kingdom,Oldbury AA-AB,GCR,Unknown,1996,3850.0
United Kingdom,Oldbury AA-AB,GCR,Unknown,1997,3870.0
United Kingdom,Oldbury AA-AB,GCR,Unknown,1998,3720.0
United Kingdom,Oldbury AA-AB,GCR,Unknown,1999,3930.0
United Kingdom,Oldbury AA-AB,GCR,Unknown,2000,3960.0
United Kingdom,Oldbury AA-AB,GCR,Unknown,2001,4730.0
United Kingdom,Oldbury AA-AB,GCR,Unknown,2002,4480.0
United Kingdom,Oldbury AA-AB,GCR,Unknown,2003,1910.0
United Kingdom,Oldbury AA-AB,GCR,Unknown,2004,1510.0
United Kingdom,Oldbury AA-AB,GCR,Unknown,2005,1150.0
United Kingdom,Oldbury AA-AB,GCR,Unknown,2006,887.0
United Kingdom,Oldbury AA-AB,GCR,Unknown,2007,325.0
United Kingdom,Oldbury AA-AB,GCR,Unknown,2008,930.0
United Kingdom,Oldbury AA-AB,GCR,Unknown,2009,1440.0
United Kingdom,Oldbury AA-AB,GCR,Unknown,2010,1750.0
United Kingdom,Oldbury AA-AB,GCR,Unknown,2011,1320.0
United Kingdom,Oldbury AA-AB,GCR,Unknown,2012,263.0
United Kingdom,Oldbury AA-AB,GCR,Unknown,2013,14.1
United Kingdom,Oldbury AA-AB,GCR,Unknown,2014,8.64
United Kingdom,Oldbury AA-AB,GCR,Unknown,2015,1.9
United Kingdom,Sellafield,SFR,Unknown,1995,710.0
United Kingdom,Sellafield,SFR,Unknown,1996,630.0
United Kingdom,Sellafield,SFR,Unknown,1997,1570.0
United Kingdom,Sellafield,SFR,Unknown,1998,2620.0
United Kingdom,Sellafield,SFR,Unknown,1999,2650.0
United Kingdom,Sellafield,SFR,Unknown,2000,2940.0
United Kingdom,Sellafield,SFR,Unknown,2001,953.0
United Kingdom,Sellafield,SFR,Unknown,2002,829.0
United Kingdom,Sellafield,SFR,Unknown,2003,711.0
United Kingdom,Sellafield,SFR,Unknown,2004,849.0
United Kingdom,Sellafield,SFR,Unknown,2005,911.0
United Kingdom,Sellafield,SFR,Unknown,2006,710.0
United Kingdom,Sellafield,SFR,Unknown,2007,360.0
United Kingdom,Sellafield,SFR,Unknown,2008,686.0
United Kingdom,Sellafield,SFR,Unknown,2009,379.0
United Kingdom,Sellafield,SFR,Unknown,2010,273.0
United Kingdom,Sellafield,SFR,Unknown,2011,396.0
United Kingdom,Sellafield,SFR,Unknown,2012,378.0
United Kingdom,Sellafield,SFR,Unknown,2013,518.0
United Kingdom,Sellafield,SFR,Unknown,2014,340.0
United Kingdom,Sellafield,SFR,Unknown,2015,420.0
United Kingdom,Sizewell AA-AB,GCR,Unknown,1995,910.0
United Kingdom,Sizewell AA-AB,GCR,Unknown,1996,107.0
United Kingdom,Sizewell AA-AB,GCR,Unknown,1997,530.0
United Kingdom,Sizewell AA-AB,GCR,Unknown,1998,465.0
United Kingdom,Sizewell AA-AB,GCR,Unknown,1999,1090.0
United Kingdom,Sizewell AA-AB,GCR,Unknown,2000,1070.0
United Kingdom,Sizewell AA-AB,GCR,Unknown,2001,1020.0
United Kingdom,Sizewell AA-AB,GCR,Unknown,2002,1170.0
United Kingdom,Sizewell AA-AB,GCR,Unknown,2003,1260.0
United Kingdom,Sizewell AA-AB,GCR,Unknown,2004,1080.0
United Kingdom,Sizewell AA-AB,GCR,Unknown,2005,1220.0
United Kingdom,Sizewell AA-AB,GCR,Unknown,2006,1490.0
United Kingdom,Sizewell AA-AB,GCR,Unknown,2007,110.0
United Kingdom,Sizewell AA-AB,GCR,Unknown,2008,46.4
United Kingdom,Sizewell AA-AB,GCR,Unknown,2009,13.1
United Kingdom,Sizewell AA-AB,GCR,Unknown,2010,5.8
United Kingdom,Sizewell AA-AB,GCR,Unknown,2011,4.2
United Kingdom,Sizewell AA-AB,GCR,Unknown,2012,6.62
United Kingdom,Sizewell AA-AB,GCR,Unknown,2013,7.69
United Kingdom,Sizewell AA-AB,GCR,Unknown,2014,4.49
United Kingdom,Sizewell AA-AB,GCR,Unknown,2015,2.58
United Kingdom,Sizewell B,PWR,CO2,1995,3.4440000000000004
United Kingdom,Sizewell B,PWR,CO2,1996,15.148000000000001
United Kingdom,Sizewell B,PWR,CO2,1997,21.252000000000002
United Kingdom,Sizewell B,PWR,CO2,1998,64.4
United Kingdom,Sizewell B,PWR,CO2,1999,6.496
United Kingdom,Sizewell B,PWR,CO2,2000,49.28
United Kingdom,Sizewell B,PWR,CO2,2001,50.120000000000005
United Kingdom,Sizewell B,PWR,CO2,2002,54.32000000000001
United Kingdom,Sizewell B,PWR,CO2,2003,78.96000000000001
United Kingdom,Sizewell B,PWR,CO2,2004,55.720000000000006
United Kingdom,Sizewell B,PWR,CO2,2005,58.52
United Kingdom,Sizewell B,PWR,CO2,2006,47.32000000000001
United Kingdom,Sizewell B,PWR,CO2,2007,82.60000000000001
United Kingdom,Sizewell B,PWR,CO2,2008,93.24000000000001
United Kingdom,Sizewell B,PWR,CO2,2009,6.496
United Kingdom,Sizewell B,PWR,CO2,2010,49.28
United Kingdom,Sizewell B,PWR,CO2,2011,50.120000000000005
United Kingdom,Sizewell B,PWR,CO2,2012,54.32000000000001
United Kingdom,Sizewell B,PWR,CO2,2013,78.96000000000001
United Kingdom,Sizewell B,PWR,CO2,2014,55.720000000000006
United Kingdom,Sizewell B,PWR,CO2,2015,58.52
United Kingdom,Torness A-B,AGR,Unknown,1995,490.0
United Kingdom,Torness A-B,AGR,Unknown,1996,571.0
United Kingdom,Torness A-B,AGR,Unknown,1997,497.0
United Kingdom,Torness A-B,AGR,Unknown,1998,766.0
United Kingdom,Torness A-B,AGR,Unknown,1999,575.0
United Kingdom,Torness A-B,AGR,Unknown,2000,575.0
United Kingdom,Torness A-B,AGR,Unknown,2001,561.0
United Kingdom,Torness A-B,AGR,Unknown,2002,511.0
United Kingdom,Torness A-B,AGR,Unknown,2003,652.0
United Kingdom,Torness A-B,AGR,Unknown,2004,582.0
United Kingdom,Torness A-B,AGR,Unknown,2005,569.0
United Kingdom,Torness A-B,AGR,Unknown,2006,688.0
United Kingdom,Torness A-B,AGR,Unknown,2007,880.0
United Kingdom,Torness A-B,AGR,Unknown,2008,841.0
United Kingdom,Torness A-B,AGR,Unknown,2009,1070.0
United Kingdom,Torness A-B,AGR,Unknown,2010,826.0
United Kingdom,Torness A-B,AGR,Unknown,2011,993.0
United Kingdom,Torness A-B,AGR,Unknown,2012,1040.0
United Kingdom,Torness A-B,AGR,Unknown,2013,974.0
United Kingdom,Torness A-B,AGR,Unknown,2014,938.0
United Kingdom,Torness A-B,AGR,Unknown,2015,1280.0
United Kingdom,Wylfa A-B,GCR,Unknown,1995,1150.0
United Kingdom,Wylfa A-B,GCR,Unknown,1996,1240.0
United Kingdom,Wylfa A-B,GCR,Unknown,1997,1330.0
United Kingdom,Wylfa A-B,GCR,Unknown,1998,1470.0
United Kingdom,Wylfa A-B,GCR,Unknown,1999,1480.0
United Kingdom,Wylfa A-B,GCR,Unknown,2000,522.0
United Kingdom,Wylfa A-B,GCR,Unknown,2001,404.0
United Kingdom,Wylfa A-B,GCR,Unknown,2002,1540.0
United Kingdom,Wylfa A-B,GCR,Unknown,2003,1410.0
United Kingdom,Wylfa A-B,GCR,Unknown,2004,1340.0
United Kingdom,Wylfa A-B,GCR,Unknown,2005,1250.0
United Kingdom,Wylfa A-B,GCR,Unknown,2006,1280.0
United Kingdom,Wylfa A-B,GCR,Unknown,2007,1000.0
United Kingdom,Wylfa A-B,GCR,Unknown,2008,1490.0
United Kingdom,Wylfa A-B,GCR,Unknown,2009,1420.0
United Kingdom,Wylfa A-B,GCR,Unknown,2010,1330.0
United Kingdom,Wylfa A-B,GCR,Unknown,2011,1260.0
United Kingdom,Wylfa A-B,GCR,Unknown,2012,965.0
United Kingdom,Wylfa A-B,GCR,Unknown,2013,871.0
United Kingdom,Wylfa A-B,GCR,Unknown,2014,342.0
United Kingdom,Wylfa A-B,GCR,Unknown,2015,954.0
