Country,Reactor,Reactor Type,Emission Type,Year,Emissions [GBq yr^-1]
Bulgaria,Kozloduy 1-6,PWR,CO2,2010,33.3
Bulgaria,Kozloduy 1-6,PWR,CO2,2011,76.2
Bulgaria,Kozloduy 1-6,PWR,CO2,2012,56.3
Bulgaria,Kozloduy 1-6,PWR,CO2,2013,49.8
Bulgaria,Kozloduy 1-6,PWR,CO2,2014,42.7
Bulgaria,Kozloduy 1-6,PWR,CO2,2015,62.6
Czech Republic,Dukovany 1-4 ,PWR,CO2,2004,225.12000000000003
Czech Republic,Dukovany 1-4 ,PWR,CO2,2005,223.72000000000003
Czech Republic,Dukovany 1-4 ,PWR,CO2,2006,208.32000000000002
Czech Republic,Dukovany 1-4 ,PWR,CO2,2007,162.68
Czech Republic,Dukovany 1-4 ,PWR,CO2,2008,192.08
Czech Republic,Dukovany 1-4 ,PWR,CO2,2009,210.28000000000003
Czech Republic,Dukovany 1-4 ,PWR,CO2,2010,187.32000000000002
Czech Republic,Dukovany 1-4 ,PWR,CO2,2011,210.56000000000003
Czech Republic,Dukovany 1-4 ,PWR,CO2,2012,210.00000000000003
Czech Republic,Dukovany 1-4 ,PWR,CO2,2013,221.48000000000002
Czech Republic,Dukovany 1-4 ,PWR,CO2,2014,192.08
Czech Republic,Dukovany 1-4 ,PWR,CO2,2015,206.64000000000001
Czech Republic,Temelin 1-2,PWR,CO2,2004,114.52000000000001
Czech Republic,Temelin 1-2,PWR,CO2,2005,115.36000000000001
Czech Republic,Temelin 1-2,PWR,CO2,2006,157.08
Czech Republic,Temelin 1-2,PWR,CO2,2007,141.12
Czech Republic,Temelin 1-2,PWR,CO2,2008,123.76
Czech Republic,Temelin 1-2,PWR,CO2,2009,132.16000000000003
Czech Republic,Temelin 1-2,PWR,CO2,2010,138.60000000000002
Czech Republic,Temelin 1-2,PWR,CO2,2011,350.00000000000006
Czech Republic,Temelin 1-2,PWR,CO2,2012,241.08
Czech Republic,Temelin 1-2,PWR,CO2,2013,201.88000000000002
Czech Republic,Temelin 1-2,PWR,CO2,2014,204.4
Czech Republic,Temelin 1-2,PWR,CO2,2015,163.52
Finland,Loviisa 1-2,PWR,CO2,1999,89.60000000000001
Finland,Loviisa 1-2,PWR,CO2,2000,78.4
Finland,Loviisa 1-2,PWR,CO2,2001,86.80000000000001
Finland,Loviisa 1-2,PWR,CO2,2002,103.60000000000001
Finland,Loviisa 1-2,PWR,CO2,2003,89.60000000000001
Finland,Loviisa 1-2,PWR,CO2,2004,89.60000000000001
Finland,Loviisa 1-2,PWR,CO2,2005,75.60000000000001
Finland,Loviisa 1-2,PWR,CO2,2006,40.6
Finland,Loviisa 1-2,PWR,CO2,2007,67.76
Finland,Loviisa 1-2,PWR,CO2,2008,92.12
Finland,Loviisa 1-2,PWR,CO2,2009,93.80000000000001
Finland,Loviisa 1-2,PWR,CO2,2010,90.72000000000001
Finland,Loviisa 1-2,PWR,CO2,2011,90.72000000000001
Finland,Loviisa 1-2,PWR,CO2,2012,94.64000000000001
Finland,Loviisa 1-2,PWR,CO2,2013,129.64000000000001
Finland,Loviisa 1-2,PWR,CO2,2014,111.72000000000001
Finland,Loviisa 1-2,PWR,CO2,2015,116.20000000000002
Finland,Olkiluoto 1-2,BWR,Unknown,1999,760.0
Finland,Olkiluoto 1-2,BWR,Unknown,2000,760.0
Finland,Olkiluoto 1-2,BWR,Unknown,2001,870.0
Finland,Olkiluoto 1-2,BWR,Unknown,2002,950.0
Finland,Olkiluoto 1-2,BWR,Unknown,2003,680.0
Finland,Olkiluoto 1-2,BWR,Unknown,2004,840.0
Finland,Olkiluoto 1-2,BWR,Unknown,2005,660.0
Finland,Olkiluoto 1-2,BWR,Unknown,2006,770.0
Finland,Olkiluoto 1-2,BWR,Unknown,2007,108.0
Finland,Olkiluoto 1-2,BWR,Unknown,2008,876.0
Finland,Olkiluoto 1-2,BWR,Unknown,2009,779.0
Finland,Olkiluoto 1-2,BWR,Unknown,2010,711.0
Finland,Olkiluoto 1-2,BWR,Unknown,2011,812.0
Finland,Olkiluoto 1-2,BWR,Unknown,2012,878.0
Finland,Olkiluoto 1-2,BWR,Unknown,2013,795.0
Finland,Olkiluoto 1-2,BWR,Unknown,2014,839.0
Finland,Olkiluoto 1-2,BWR,Unknown,2015,1070.0
France,Belleville 1-2,PWR,CO2,2001,120.12
France,Belleville 1-2,PWR,CO2,2002,126.00000000000001
France,Belleville 1-2,PWR,CO2,2003,113.4
France,Belleville 1-2,PWR,CO2,2004,129.64000000000001
France,Belleville 1-2,PWR,CO2,2005,129.64000000000001
France,Belleville 1-2,PWR,CO2,2006,110.88000000000001
France,Belleville 1-2,PWR,CO2,2007,120.12
France,Belleville 1-2,PWR,CO2,2008,107.24000000000001
France,Belleville 1-2,PWR,CO2,2009,111.44000000000001
France,Belleville 1-2,PWR,CO2,2010,96.60000000000001
France,Belleville 1-2,PWR,CO2,2011,121.52000000000001
France,Belleville 1-2,PWR,CO2,2012,129.08
France,Belleville 1-2,PWR,CO2,2013,107.52000000000001
France,Belleville 1-2,PWR,CO2,2014,119.28000000000002
France,Belleville 1-2,PWR,CO2,2015,131.04000000000002
France,Blayais 1-4,PWR,CO2,2002,175.84
France,Blayais 1-4,PWR,CO2,2003,140.56
France,Blayais 1-4,PWR,CO2,2004,169.4
France,Blayais 1-4,PWR,CO2,2005,168.28000000000003
France,Blayais 1-4,PWR,CO2,2006,177.8
France,Blayais 1-4,PWR,CO2,2007,180.60000000000002
France,Blayais 1-4,PWR,CO2,2008,185.64000000000001
France,Blayais 1-4,PWR,CO2,2009,143.64000000000001
France,Blayais 1-4,PWR,CO2,2010,176.4
France,Blayais 1-4,PWR,CO2,2011,174.16000000000003
France,Blayais 1-4,PWR,CO2,2012,160.72000000000003
France,Blayais 1-4,PWR,CO2,2013,159.04000000000002
France,Blayais 1-4,PWR,CO2,2014,154.28
France,Blayais 1-4,PWR,CO2,2015,133.0
France,Bugey 2-5,PWR,CO2,2002,144.76000000000002
France,Bugey 2-5,PWR,CO2,2003,164.64000000000001
France,Bugey 2-5,PWR,CO2,2004,169.96
France,Bugey 2-5,PWR,CO2,2005,169.68
France,Bugey 2-5,PWR,CO2,2006,172.20000000000002
France,Bugey 2-5,PWR,CO2,2007,157.64000000000001
France,Bugey 2-5,PWR,CO2,2008,168.00000000000003
France,Bugey 2-5,PWR,CO2,2009,140.28
France,Bugey 2-5,PWR,CO2,2010,108.36000000000001
France,Bugey 2-5,PWR,CO2,2011,140.56
France,Bugey 2-5,PWR,CO2,2012,179.48000000000002
France,Bugey 2-5,PWR,CO2,2013,141.96
France,Bugey 2-5,PWR,CO2,2014,162.68
France,Bugey 2-5,PWR,CO2,2015,168.56
France,Cattenom 1-4,PWR,CO2,2002,245.28000000000003
France,Cattenom 1-4,PWR,CO2,2003,252.56000000000003
France,Cattenom 1-4,PWR,CO2,2004,239.40000000000003
France,Cattenom 1-4,PWR,CO2,2005,256.76000000000005
France,Cattenom 1-4,PWR,CO2,2006,229.32000000000002
France,Cattenom 1-4,PWR,CO2,2007,250.60000000000002
France,Cattenom 1-4,PWR,CO2,2008,234.92000000000002
France,Cattenom 1-4,PWR,CO2,2009,229.04000000000002
France,Cattenom 1-4,PWR,CO2,2010,234.64000000000001
France,Cattenom 1-4,PWR,CO2,2011,229.88000000000002
France,Cattenom 1-4,PWR,CO2,2012,203.56000000000003
France,Cattenom 1-4,PWR,CO2,2013,202.44000000000003
France,Cattenom 1-4,PWR,CO2,2014,241.92000000000002
France,Cattenom 1-4,PWR,CO2,2015,243.32000000000002
France,Chinon B1-B4,PWR,CO2,2002,172.20000000000002
France,Chinon B1-B4,PWR,CO2,2003,161.00000000000003
France,Chinon B1-B4,PWR,CO2,2004,160.44000000000003
France,Chinon B1-B4,PWR,CO2,2005,162.96
France,Chinon B1-B4,PWR,CO2,2006,161.84
France,Chinon B1-B4,PWR,CO2,2007,155.96
France,Chinon B1-B4,PWR,CO2,2008,164.08
France,Chinon B1-B4,PWR,CO2,2009,129.36
France,Chinon B1-B4,PWR,CO2,2010,139.44000000000003
France,Chinon B1-B4,PWR,CO2,2011,171.64000000000001
France,Chinon B1-B4,PWR,CO2,2012,179.48000000000002
France,Chinon B1-B4,PWR,CO2,2013,142.8
France,Chinon B1-B4,PWR,CO2,2014,168.84
France,Chinon B1-B4,PWR,CO2,2015,161.28000000000003
France,Chooz B1-B2,PWR,CO2,2002,119.28000000000002
France,Chooz B1-B2,PWR,CO2,2003,136.64000000000001
France,Chooz B1-B2,PWR,CO2,2004,137.76000000000002
France,Chooz B1-B2,PWR,CO2,2005,128.8
France,Chooz B1-B2,PWR,CO2,2006,128.52
France,Chooz B1-B2,PWR,CO2,2007,141.96
France,Chooz B1-B2,PWR,CO2,2008,155.12
France,Chooz B1-B2,PWR,CO2,2009,109.76
France,Chooz B1-B2,PWR,CO2,2010,128.52
France,Chooz B1-B2,PWR,CO2,2011,144.48000000000002
France,Chooz B1-B2,PWR,CO2,2012,121.24000000000001
France,Chooz B1-B2,PWR,CO2,2013,137.20000000000002
France,Chooz B1-B2,PWR,CO2,2014,141.12
France,Chooz B1-B2,PWR,CO2,2015,138.04000000000002
France,Civaux,PWR,CO2,2002,127.4
France,Civaux,PWR,CO2,2003,133.84
France,Civaux,PWR,CO2,2004,153.44000000000003
France,Civaux,PWR,CO2,2005,129.08
France,Civaux,PWR,CO2,2006,143.36
France,Civaux,PWR,CO2,2007,127.12000000000002
France,Civaux,PWR,CO2,2008,141.68
France,Civaux,PWR,CO2,2009,132.44000000000003
France,Civaux,PWR,CO2,2010,144.48000000000002
France,Civaux,PWR,CO2,2011,128.52
France,Civaux,PWR,CO2,2012,107.52000000000001
France,Civaux,PWR,CO2,2013,121.52000000000001
France,Civaux,PWR,CO2,2014,130.48000000000002
France,Civaux,PWR,CO2,2015,137.20000000000002
France,Cruas 1-4,PWR,CO2,2002,167.72000000000003
France,Cruas 1-4,PWR,CO2,2003,160.44000000000003
France,Cruas 1-4,PWR,CO2,2004,160.16000000000003
France,Cruas 1-4,PWR,CO2,2005,167.44000000000003
France,Cruas 1-4,PWR,CO2,2006,155.4
France,Cruas 1-4,PWR,CO2,2007,130.48000000000002
France,Cruas 1-4,PWR,CO2,2008,153.44000000000003
France,Cruas 1-4,PWR,CO2,2009,157.92000000000002
France,Cruas 1-4,PWR,CO2,2010,154.84
France,Cruas 1-4,PWR,CO2,2011,169.68
France,Cruas 1-4,PWR,CO2,2012,155.68
France,Cruas 1-4,PWR,CO2,2013,172.20000000000002
France,Cruas 1-4,PWR,CO2,2014,152.04000000000002
France,Cruas 1-4,PWR,CO2,2015,146.72000000000003
France,Dampierre 1-4,PWR,CO2,2002,152.60000000000002
France,Dampierre 1-4,PWR,CO2,2003,154.56
France,Dampierre 1-4,PWR,CO2,2004,158.48000000000002
France,Dampierre 1-4,PWR,CO2,2005,161.28000000000003
France,Dampierre 1-4,PWR,CO2,2006,166.04000000000002
France,Dampierre 1-4,PWR,CO2,2007,162.12
France,Dampierre 1-4,PWR,CO2,2008,165.20000000000002
France,Dampierre 1-4,PWR,CO2,2009,155.4
France,Dampierre 1-4,PWR,CO2,2010,166.88000000000002
France,Dampierre 1-4,PWR,CO2,2011,165.20000000000002
France,Dampierre 1-4,PWR,CO2,2012,155.12
France,Dampierre 1-4,PWR,CO2,2013,157.08
France,Dampierre 1-4,PWR,CO2,2014,156.24
France,Dampierre 1-4,PWR,CO2,2015,171.64000000000001
France,Fessenheim 1-2,PWR,CO2,2002,63.56000000000001
France,Fessenheim 1-2,PWR,CO2,2003,76.72000000000001
France,Fessenheim 1-2,PWR,CO2,2004,70.56
France,Fessenheim 1-2,PWR,CO2,2005,78.4
France,Fessenheim 1-2,PWR,CO2,2006,77.56
France,Fessenheim 1-2,PWR,CO2,2007,63.00000000000001
France,Fessenheim 1-2,PWR,CO2,2008,68.32000000000001
France,Fessenheim 1-2,PWR,CO2,2009,58.24000000000001
France,Fessenheim 1-2,PWR,CO2,2010,77.84
France,Fessenheim 1-2,PWR,CO2,2011,47.6
France,Fessenheim 1-2,PWR,CO2,2012,82.60000000000001
France,Fessenheim 1-2,PWR,CO2,2013,61.32000000000001
France,Fessenheim 1-2,PWR,CO2,2014,80.92
France,Fessenheim 1-2,PWR,CO2,2015,85.12
France,Flamanville 1-2,PWR,CO2,2001,194.88000000000002
France,Flamanville 1-2,PWR,CO2,2002,105.28000000000002
France,Flamanville 1-2,PWR,CO2,2003,116.48000000000002
France,Flamanville 1-2,PWR,CO2,2004,120.12
France,Flamanville 1-2,PWR,CO2,2005,125.16000000000001
France,Flamanville 1-2,PWR,CO2,2006,119.56000000000002
France,Flamanville 1-2,PWR,CO2,2007,117.88000000000001
France,Flamanville 1-2,PWR,CO2,2008,74.2
France,Flamanville 1-2,PWR,CO2,2009,109.76
France,Flamanville 1-2,PWR,CO2,2010,107.24000000000001
France,Flamanville 1-2,PWR,CO2,2011,47.6
France,Flamanville 1-2,PWR,CO2,2012,114.52000000000001
France,Flamanville 1-2,PWR,CO2,2013,120.12
France,Flamanville 1-2,PWR,CO2,2014,122.64000000000001
France,Flamanville 1-2,PWR,CO2,2015,108.08000000000001
France,Golfech 1-2,PWR,CO2,2002,127.12000000000002
France,Golfech 1-2,PWR,CO2,2003,63.56000000000001
France,Golfech 1-2,PWR,CO2,2004,106.96000000000001
France,Golfech 1-2,PWR,CO2,2005,123.76
France,Golfech 1-2,PWR,CO2,2006,119.56000000000002
France,Golfech 1-2,PWR,CO2,2007,129.36
France,Golfech 1-2,PWR,CO2,2008,113.4
France,Golfech 1-2,PWR,CO2,2009,130.48000000000002
France,Golfech 1-2,PWR,CO2,2010,119.28000000000002
France,Golfech 1-2,PWR,CO2,2011,124.32000000000001
France,Golfech 1-2,PWR,CO2,2012,105.28000000000002
France,Golfech 1-2,PWR,CO2,2013,127.4
France,Golfech 1-2,PWR,CO2,2014,99.96000000000001
France,Golfech 1-2,PWR,CO2,2015,124.88000000000001
France,Gravelines 1-6,PWR,CO2,2002,230.16000000000003
France,Gravelines 1-6,PWR,CO2,2003,248.92000000000002
France,Gravelines 1-6,PWR,CO2,2004,259.0
France,Gravelines 1-6,PWR,CO2,2005,255.92000000000002
France,Gravelines 1-6,PWR,CO2,2006,257.32000000000005
France,Gravelines 1-6,PWR,CO2,2007,253.40000000000003
France,Gravelines 1-6,PWR,CO2,2008,252.00000000000003
France,Gravelines 1-6,PWR,CO2,2009,50.400000000000006
France,Gravelines 1-6,PWR,CO2,2010,244.44000000000003
France,Gravelines 1-6,PWR,CO2,2011,251.16000000000003
France,Gravelines 1-6,PWR,CO2,2012,213.36
France,Gravelines 1-6,PWR,CO2,2013,235.20000000000002
France,Gravelines 1-6,PWR,CO2,2014,227.64000000000001
France,Gravelines 1-6,PWR,CO2,2015,251.16000000000003
France,La Hague,SFR,Unknown,2002,16900.0
France,La Hague,SFR,Unknown,2003,16500.0
France,La Hague,SFR,Unknown,2004,17300.0
France,La Hague,SFR,Unknown,2005,17000.0
France,La Hague,SFR,Unknown,2006,14200.0
France,La Hague,SFR,Unknown,2007,13200.0
France,La Hague,SFR,Unknown,2008,13500.0
France,La Hague,SFR,Unknown,2009,14500.0
France,La Hague,SFR,Unknown,2010,16000.0
France,La Hague,SFR,Unknown,2011,14500.0
France,La Hague,SFR,Unknown,2012,16300.0
France,La Hague,SFR,Unknown,2013,20500.0
France,La Hague,SFR,Unknown,2014,21900.0
France,La Hague,SFR,Unknown,2015,20200.0
France,Nogent 1-2,PWR,CO2,2002,115.08000000000001
France,Nogent 1-2,PWR,CO2,2003,129.64000000000001
France,Nogent 1-2,PWR,CO2,2004,105.84
France,Nogent 1-2,PWR,CO2,2005,112.84000000000002
France,Nogent 1-2,PWR,CO2,2006,128.8
France,Nogent 1-2,PWR,CO2,2007,53.480000000000004
France,Nogent 1-2,PWR,CO2,2008,107.80000000000001
France,Nogent 1-2,PWR,CO2,2009,96.60000000000001
France,Nogent 1-2,PWR,CO2,2010,122.64000000000001
France,Nogent 1-2,PWR,CO2,2011,122.64000000000001
France,Nogent 1-2,PWR,CO2,2012,108.64000000000001
France,Nogent 1-2,PWR,CO2,2013,124.32000000000001
France,Nogent 1-2,PWR,CO2,2014,111.16000000000001
France,Nogent 1-2,PWR,CO2,2015,105.28000000000002
France,Paluel 1-4,PWR,CO2,2001,243.88000000000002
France,Paluel 1-4,PWR,CO2,2002,223.16000000000003
France,Paluel 1-4,PWR,CO2,2003,225.68000000000004
France,Paluel 1-4,PWR,CO2,2004,211.96
France,Paluel 1-4,PWR,CO2,2005,238.00000000000003
France,Paluel 1-4,PWR,CO2,2006,229.88000000000002
France,Paluel 1-4,PWR,CO2,2007,187.32000000000002
France,Paluel 1-4,PWR,CO2,2008,247.8
France,Paluel 1-4,PWR,CO2,2009,196.56000000000003
France,Paluel 1-4,PWR,CO2,2010,219.8
France,Paluel 1-4,PWR,CO2,2011,253.40000000000003
France,Paluel 1-4,PWR,CO2,2012,226.52
France,Paluel 1-4,PWR,CO2,2013,231.84000000000003
France,Paluel 1-4,PWR,CO2,2014,254.24000000000004
France,Paluel 1-4,PWR,CO2,2015,203.00000000000003
France,Penly 1-2,PWR,CO2,2002,104.16000000000001
France,Penly 1-2,PWR,CO2,2003,129.92000000000002
France,Penly 1-2,PWR,CO2,2004,118.16000000000001
France,Penly 1-2,PWR,CO2,2005,117.32000000000001
France,Penly 1-2,PWR,CO2,2006,129.36
France,Penly 1-2,PWR,CO2,2007,119.56000000000002
France,Penly 1-2,PWR,CO2,2008,134.4
France,Penly 1-2,PWR,CO2,2009,118.72000000000001
France,Penly 1-2,PWR,CO2,2010,110.60000000000001
France,Penly 1-2,PWR,CO2,2011,118.44000000000001
France,Penly 1-2,PWR,CO2,2012,117.04
France,Penly 1-2,PWR,CO2,2013,127.96000000000001
France,Penly 1-2,PWR,CO2,2014,103.32000000000001
France,Penly 1-2,PWR,CO2,2015,128.8
France,St. Alban 1-2,PWR,CO2,2001,119.84000000000002
France,St. Alban 1-2,PWR,CO2,2002,112.84000000000002
France,St. Alban 1-2,PWR,CO2,2003,119.28000000000002
France,St. Alban 1-2,PWR,CO2,2004,136.92000000000002
France,St. Alban 1-2,PWR,CO2,2005,114.52000000000001
France,St. Alban 1-2,PWR,CO2,2006,109.76
France,St. Alban 1-2,PWR,CO2,2007,111.72000000000001
France,St. Alban 1-2,PWR,CO2,2008,79.52000000000001
France,St. Alban 1-2,PWR,CO2,2009,116.20000000000002
France,St. Alban 1-2,PWR,CO2,2010,126.28000000000002
France,St. Alban 1-2,PWR,CO2,2011,109.76
France,St. Alban 1-2,PWR,CO2,2012,118.44000000000001
France,St. Alban 1-2,PWR,CO2,2013,115.36000000000001
France,St. Alban 1-2,PWR,CO2,2014,114.24000000000001
France,St. Alban 1-2,PWR,CO2,2015,122.36000000000001
France,St. Laurent B1-B2,PWR,CO2,2000,70.0
France,St. Laurent B1-B2,PWR,CO2,2001,91.84
France,St. Laurent B1-B2,PWR,CO2,2002,86.24000000000001
France,St. Laurent B1-B2,PWR,CO2,2003,76.16000000000001
France,St. Laurent B1-B2,PWR,CO2,2004,86.24000000000001
France,St. Laurent B1-B2,PWR,CO2,2005,74.76
France,St. Laurent B1-B2,PWR,CO2,2006,86.80000000000001
France,St. Laurent B1-B2,PWR,CO2,2007,82.88000000000001
France,St. Laurent B1-B2,PWR,CO2,2008,90.44000000000001
France,St. Laurent B1-B2,PWR,CO2,2009,83.44000000000001
France,St. Laurent B1-B2,PWR,CO2,2010,90.44000000000001
France,St. Laurent B1-B2,PWR,CO2,2011,75.32000000000001
France,St. Laurent B1-B2,PWR,CO2,2012,87.64000000000001
France,St. Laurent B1-B2,PWR,CO2,2013,54.88
France,St. Laurent B1-B2,PWR,CO2,2014,82.04
France,St. Laurent B1-B2,PWR,CO2,2015,71.12
France,Tricastin 1-4,PWR,CO2,2002,168.28000000000003
France,Tricastin 1-4,PWR,CO2,2003,163.52
France,Tricastin 1-4,PWR,CO2,2004,157.64000000000001
France,Tricastin 1-4,PWR,CO2,2005,165.48000000000002
France,Tricastin 1-4,PWR,CO2,2006,167.72000000000003
France,Tricastin 1-4,PWR,CO2,2007,180.32000000000002
France,Tricastin 1-4,PWR,CO2,2008,75.32000000000001
France,Tricastin 1-4,PWR,CO2,2009,153.72000000000003
France,Tricastin 1-4,PWR,CO2,2010,171.36
France,Tricastin 1-4,PWR,CO2,2011,150.36
France,Tricastin 1-4,PWR,CO2,2012,160.16000000000003
France,Tricastin 1-4,PWR,CO2,2013,166.32000000000002
France,Tricastin 1-4,PWR,CO2,2014,163.8
France,Tricastin 1-4,PWR,CO2,2015,167.72000000000003
Germany,Biblis A,PWR,CO2,1995,14.0
Germany,Biblis A,PWR,CO2,1996,8.0
Germany,Biblis A,PWR,CO2,1997,8.3
Germany,Biblis A,PWR,CO2,1998,7.1
Germany,Biblis A,PWR,CO2,1999,25.0
Germany,Biblis A,PWR,CO2,2000,34.0
Germany,Biblis A,PWR,CO2,2001,12.0
Germany,Biblis A,PWR,CO2,2002,32.0
Germany,Biblis A,PWR,CO2,2003,50.0
Germany,Biblis A,PWR,CO2,2004,14.0
Germany,Biblis A,PWR,CO2,2005,33.0
Germany,Biblis A,PWR,CO2,2006,33.0
Germany,Biblis A,PWR,CO2,2007,38.0
Germany,Biblis A,PWR,CO2,2008,22.0
Germany,Biblis A,PWR,CO2,2009,32.0
Germany,Biblis A,PWR,CO2,2010,17.0
Germany,Biblis A,PWR,CO2,2011,14.0
Germany,Biblis A,PWR,CO2,2012,14.0
Germany,Biblis A,PWR,CO2,2013,25.0
Germany,Biblis A,PWR,CO2,2014,10.0
Germany,Biblis A,PWR,CO2,2015,5.6
Germany,Biblis B,PWR,CO2,1995,14.0
Germany,Biblis B,PWR,CO2,1996,20.0
Germany,Biblis B,PWR,CO2,1997,24.0
Germany,Biblis B,PWR,CO2,1998,33.0
Germany,Biblis B,PWR,CO2,1999,25.0
Germany,Biblis B,PWR,CO2,2000,46.0
Germany,Biblis B,PWR,CO2,2001,34.0
Germany,Biblis B,PWR,CO2,2002,37.0
Germany,Biblis B,PWR,CO2,2003,59.0
Germany,Biblis B,PWR,CO2,2004,42.0
Germany,Biblis B,PWR,CO2,2005,57.0
Germany,Biblis B,PWR,CO2,2006,58.0
Germany,Biblis B,PWR,CO2,2007,74.0
Germany,Biblis B,PWR,CO2,2008,16.0
Germany,Biblis B,PWR,CO2,2009,62.0
Germany,Biblis B,PWR,CO2,2010,20.0
Germany,Biblis B,PWR,CO2,2011,36.0
Germany,Biblis B,PWR,CO2,2012,9.7
Germany,Biblis B,PWR,CO2,2013,8.9
Germany,Biblis B,PWR,CO2,2014,4.1
Germany,Biblis B,PWR,CO2,2015,5.6
Germany,Biblis B TOT,PWR,CO2,1995,22.400000000000002
Germany,Biblis B TOT,PWR,CO2,1996,75.60000000000001
Germany,Biblis B TOT,PWR,CO2,1997,89.60000000000001
Germany,Biblis B TOT,PWR,CO2,1998,128.8
Germany,Biblis B TOT,PWR,CO2,1999,28.000000000000004
Germany,Biblis B TOT,PWR,CO2,2000,112.00000000000001
Germany,Biblis B TOT,PWR,CO2,2001,44.800000000000004
Germany,Biblis B TOT,PWR,CO2,2002,56.00000000000001
Germany,Biblis B TOT,PWR,CO2,2003,114.80000000000001
Germany,Biblis B TOT,PWR,CO2,2004,84.00000000000001
Germany,Biblis B TOT,PWR,CO2,2005,98.00000000000001
Germany,Biblis B TOT,PWR,CO2,2006,67.2
Germany,Biblis B TOT,PWR,CO2,2007,47.6
Germany,Biblis B TOT,PWR,CO2,2008,42.00000000000001
Germany,Biblis B TOT,PWR,CO2,2009,106.4
Germany,Biblis B TOT,PWR,CO2,2010,50.400000000000006
Germany,Biblis B TOT,PWR,CO2,2011,70.0
Germany,Biblis B TOT,PWR,CO2,2012,0.1316
Germany,Biblis B TOT,PWR,CO2,2013,10.64
Germany,Biblis B TOT,PWR,CO2,2014,3.6400000000000006
Germany,Biblis B TOT,PWR,CO2,2015,5.32
Germany,Brokdorf,PWR,CO2,1995,140.0
Germany,Brokdorf,PWR,CO2,1996,90.0
Germany,Brokdorf,PWR,CO2,1997,100.0
Germany,Brokdorf,PWR,CO2,1998,52.0
Germany,Brokdorf,PWR,CO2,1999,52.0
Germany,Brokdorf,PWR,CO2,2000,99.0
Germany,Brokdorf,PWR,CO2,2001,80.0
Germany,Brokdorf,PWR,CO2,2002,100.0
Germany,Brokdorf,PWR,CO2,2003,150.0
Germany,Brokdorf,PWR,CO2,2004,83.0
Germany,Brokdorf,PWR,CO2,2005,110.0
Germany,Brokdorf,PWR,CO2,2006,120.0
Germany,Brokdorf,PWR,CO2,2007,99.0
Germany,Brokdorf,PWR,CO2,2008,120.0
Germany,Brokdorf,PWR,CO2,2009,150.0
Germany,Brokdorf,PWR,CO2,2010,180.0
Germany,Brokdorf,PWR,CO2,2011,210.0
Germany,Brokdorf,PWR,CO2,2012,180.0
Germany,Brokdorf,PWR,CO2,2013,170.0
Germany,Brokdorf,PWR,CO2,2014,150.0
Germany,Brokdorf,PWR,CO2,2015,170.0
Germany,Brunsbüttel,BWR,Unknown,1995,75.0
Germany,Brunsbüttel,BWR,Unknown,1996,70.0
Germany,Brunsbüttel,BWR,Unknown,1997,140.0
Germany,Brunsbüttel,BWR,Unknown,1998,110.0
Germany,Brunsbüttel,BWR,Unknown,1999,270.0
Germany,Brunsbüttel,BWR,Unknown,2000,260.0
Germany,Brunsbüttel,BWR,Unknown,2001,320.0
Germany,Brunsbüttel,BWR,Unknown,2002,170.0
Germany,Brunsbüttel,BWR,Unknown,2003,230.0
Germany,Brunsbüttel,BWR,Unknown,2004,260.0
Germany,Brunsbüttel,BWR,Unknown,2005,310.0
Germany,Brunsbüttel,BWR,Unknown,2006,280.0
Germany,Brunsbüttel,BWR,Unknown,2007,220.0
Germany,Brunsbüttel,BWR,Unknown,2008,120.0
Germany,Brunsbüttel,BWR,Unknown,2009,3.4
Germany,Brunsbüttel,BWR,Unknown,2010,14.0
Germany,Brunsbüttel,BWR,Unknown,2011,1.5
Germany,Brunsbüttel,BWR,Unknown,2012,0.96
Germany,Brunsbüttel,BWR,Unknown,2013,2.9
Germany,Emsland,PWR,CO2,1995,130.0
Germany,Emsland,PWR,CO2,1996,170.0
Germany,Emsland,PWR,CO2,1997,180.0
Germany,Emsland,PWR,CO2,1998,230.0
Germany,Emsland,PWR,CO2,1999,330.0
Germany,Emsland,PWR,CO2,2000,180.0
Germany,Emsland,PWR,CO2,2001,140.0
Germany,Emsland,PWR,CO2,2002,200.0
Germany,Emsland,PWR,CO2,2003,250.0
Germany,Emsland,PWR,CO2,2004,120.0
Germany,Emsland,PWR,CO2,2005,150.0
Germany,Emsland,PWR,CO2,2006,130.0
Germany,Emsland,PWR,CO2,2007,110.0
Germany,Emsland,PWR,CO2,2008,150.0
Germany,Emsland,PWR,CO2,2009,220.0
Germany,Emsland,PWR,CO2,2010,210.0
Germany,Emsland,PWR,CO2,2011,210.0
Germany,Emsland,PWR,CO2,2012,170.0
Germany,Emsland,PWR,CO2,2013,140.0
Germany,Emsland,PWR,CO2,2014,180.0
Germany,Emsland,PWR,CO2,2015,190.0
Germany,Grafenrheinfeld,PWR,CO2,2003,73.0
Germany,Grafenrheinfeld,PWR,CO2,2004,52.0
Germany,Grafenrheinfeld,PWR,CO2,2005,39.0
Germany,Grafenrheinfeld,PWR,CO2,2006,63.0
Germany,Grafenrheinfeld,PWR,CO2,2007,25.0
Germany,Grafenrheinfeld,PWR,CO2,2008,66.0
Germany,Grafenrheinfeld,PWR,CO2,2009,140.0
Germany,Grafenrheinfeld,PWR,CO2,2010,140.0
Germany,Grafenrheinfeld,PWR,CO2,2011,70.0
