Country,RX,Year,Latitude,Longitude,Reactor,Type,TypeEq,Electricity Supplied [GW.h],Annual Time On Line [h],Electricity Supplied [GWa],Emission 14CO2 [TBq yr^-1],Emission 14CO2 ICOS [TBq yr^-1],RX_Ida,Emission 14CO2 Z [TBq yr^-1],RX_Z,Emission [TBq yr^-1]
ARGENTINA,ATUCHA,1974,-33.9633333333333,-59.1863888888889,ATUCHA-1,PHWR,PHWR,947.5,4458.0,0.2125392552714221,0.3400628084342755,,,,,0.3400628084342755
ARGENTINA,ATUCHA,1975,-33.9633333333333,-59.1863888888889,ATUCHA-1,PHWR,PHWR,2357.8,7730.0,0.305019404915912,0.4880310478654593,,,,,0.4880310478654593
ARGENTINA,ATUCHA,1976,-33.9633333333333,-59.1863888888889,ATUCHA-1,PHWR,PHWR,2408.6,7808.0,0.3084784836065574,0.4935655737704918,,,,,0.4935655737704918
ARGENTINA,ATUCHA,1977,-33.9633333333333,-59.1863888888889,ATUCHA-1,PHWR,PHWR,1537.0,4650.0,0.3305376344086022,0.5288602150537635,,,,,0.5288602150537635
ARGENTINA,ATUCHA,1978,-33.9633333333333,-59.1863888888889,ATUCHA-1,PHWR,PHWR,2711.81,8026.0,0.3378781460254174,0.5406050336406678,,,,,0.5406050336406678
ARGENTINA,ATUCHA,1979,-33.9633333333333,-59.1863888888889,ATUCHA-1,PHWR,PHWR,2503.7,7551.0,0.33157197722156,0.530515163554496,,,,,0.530515163554496
ARGENTINA,ATUCHA,1980,-33.9633333333333,-59.1863888888889,ATUCHA-1,PHWR,PHWR,2180.5,6947.0,0.3138764934504102,0.5022023895206564,,,,,0.5022023895206564
ARGENTINA,ATUCHA,1981,-33.9633333333333,-59.1863888888889,ATUCHA-1,PHWR,PHWR,2647.6,8120.0,0.3260591133004926,0.5216945812807882,,,,,0.5216945812807882
ARGENTINA,ATUCHA,1982,-33.9633333333333,-59.1863888888889,ATUCHA-1,PHWR,PHWR,1753.6,5600.0,0.3131428571428571,0.5010285714285714,,,,,0.5010285714285714
ARGENTINA,ATUCHA,1983,-33.9633333333333,-59.1863888888889,ATUCHA-1,PHWR,PHWR,2356.0,8101.0,0.2908282928033576,0.4653252684853721,,,,,0.4653252684853721
ARGENTINA,ATUCHA,1984,-33.9633333333333,-59.1863888888889,ATUCHA-1,PHWR,PHWR,1706.12,8678.0,0.1966029038949066,0.3145646462318506,,,,,0.3145646462318506
ARGENTINA,ATUCHA,1985,-33.9633333333333,-59.1863888888889,ATUCHA-1,PHWR,PHWR,1470.45,7159.0,0.2053987987149043,0.3286380779438469,,,,,0.3286380779438469
ARGENTINA,ATUCHA,1986,-33.9633333333333,-59.1863888888889,ATUCHA-1,PHWR,PHWR,2204.96,7532.0,0.2927456186935741,0.4683929899097185,,,,,0.4683929899097185
ARGENTINA,ATUCHA,1987,-33.9633333333333,-59.1863888888889,ATUCHA-1,PHWR,PHWR,1405.8,4391.0,0.3201548622181735,0.5122477795490776,,,,,0.5122477795490776
ARGENTINA,ATUCHA,1988,-33.9633333333333,-59.1863888888889,ATUCHA-1,PHWR,PHWR,808.1,2515.0,0.3213121272365805,0.5140994035785289,,,,,0.5140994035785289
ARGENTINA,ATUCHA,1990,-33.9633333333333,-59.1863888888889,ATUCHA-1,PHWR,PHWR,1722.59,7201.0,0.23921538675184,0.382744618802944,,,,,0.382744618802944
ARGENTINA,ATUCHA,1991,-33.9633333333333,-59.1863888888889,ATUCHA-1,PHWR,PHWR,2721.89,8390.0,0.3244207389749702,0.5190731823599524,,,,,0.5190731823599524
ARGENTINA,ATUCHA,1992,-33.9633333333333,-59.1863888888889,ATUCHA-1,PHWR,PHWR,2230.24,7089.0,0.3146057271829595,0.5033691634927352,,,,,0.5033691634927352
ARGENTINA,ATUCHA,1993,-33.9633333333333,-59.1863888888889,ATUCHA-1,PHWR,PHWR,2403.66,7287.0,0.3298559077809798,0.5277694524495676,,,,,0.5277694524495676
ARGENTINA,ATUCHA,1994,-33.9633333333333,-59.1863888888889,ATUCHA-1,PHWR,PHWR,2651.86,7916.0,0.335,0.536,,,,,0.536
ARGENTINA,ATUCHA,1995,-33.9633333333333,-59.1863888888889,ATUCHA-1,PHWR,PHWR,2671.71,8376.0,0.3189720630372493,0.5103553008595989,,,,,0.5103553008595989
ARGENTINA,ATUCHA,1996,-33.9633333333333,-59.1863888888889,ATUCHA-1,PHWR,PHWR,2038.8,6990.0,0.2916738197424892,0.4666781115879828,,,,,0.4666781115879828
ARGENTINA,ATUCHA,1997,-33.9633333333333,-59.1863888888889,ATUCHA-1,PHWR,PHWR,2720.14,8329.0,0.3265866250450234,0.5225386000720375,,,,,0.5225386000720375
ARGENTINA,ATUCHA,1998,-33.9633333333333,-59.1863888888889,ATUCHA-1,PHWR,PHWR,2374.36,7242.0,0.327859707263187,0.5245755316210992,,,,,0.5245755316210992
ARGENTINA,ATUCHA,1999,-33.9633333333333,-59.1863888888889,ATUCHA-1,PHWR,PHWR,1395.5,4364.0,0.3197754353803849,0.5116406966086159,,,,,0.5116406966086159
ARGENTINA,ATUCHA,2000,-33.9633333333333,-59.1863888888889,ATUCHA-1,PHWR,PHWR,1677.85,5038.0,0.3330389043271139,0.5328622469233822,,,,,0.5328622469233822
ARGENTINA,ATUCHA,2001,-33.9633333333333,-59.1863888888889,ATUCHA-1,PHWR,PHWR,1425.96,4407.0,0.3235670524166099,0.5177072838665759,,,,,0.5177072838665759
ARGENTINA,ATUCHA,2002,-33.9633333333333,-59.1863888888889,ATUCHA-1,PHWR,PHWR,1011.5,3030.0,0.3338283828382838,0.5341254125412541,,,,,0.5341254125412541
ARGENTINA,ATUCHA,2003,-33.9633333333333,-59.1863888888889,ATUCHA-1,PHWR,PHWR,2020.6,6094.0,0.331572038070233,0.5305152609123728,,,,,0.5305152609123728
ARGENTINA,ATUCHA,2004,-33.9633333333333,-59.1863888888889,ATUCHA-1,PHWR,PHWR,2725.01,8250.0,0.3303042424242424,0.5284867878787879,,,,,0.5284867878787879
ARGENTINA,ATUCHA,2005,-33.9633333333333,-59.1863888888889,ATUCHA-1,PHWR,PHWR,1997.96,7004.0,0.2852598515134209,0.4564157624214735,,,,,0.4564157624214735
ARGENTINA,ATUCHA,2006,-33.9633333333333,-59.1863888888889,ATUCHA-1,PHWR,PHWR,2100.55,6403.0,0.3280571607059191,0.5248914571294706,,,,,0.5248914571294706
ARGENTINA,ATUCHA,2007,-33.9633333333333,-59.1863888888889,ATUCHA-1,PHWR,PHWR,2718.74,8300.0,0.3275590361445782,0.5240944578313252,,,,,0.5240944578313252
ARGENTINA,ATUCHA,2008,-33.9633333333333,-59.1863888888889,ATUCHA-1,PHWR,PHWR,2481.26,7562.0,0.3281221898968527,0.5249955038349644,,,,,0.5249955038349644
ARGENTINA,ATUCHA,2009,-33.9633333333333,-59.1863888888889,ATUCHA-1,PHWR,PHWR,2397.18,7296.0,0.3285608552631578,0.5256973684210526,,,,,0.5256973684210526
ARGENTINA,ATUCHA,2010,-33.9633333333333,-59.1863888888889,ATUCHA-1,PHWR,PHWR,2782.75,8560.0,0.3250876168224299,0.5201401869158879,,,,,0.5201401869158879
ARGENTINA,ATUCHA,2011,-33.9633333333333,-59.1863888888889,ATUCHA-1,PHWR,PHWR,2334.46,7289.0,0.3202716422005762,0.512434627520922,,,,,0.512434627520922
ARGENTINA,ATUCHA,2012,-33.9633333333333,-59.1863888888889,ATUCHA-1,PHWR,PHWR,2477.36,7521.0,0.3293923680361654,0.5270277888578646,,,,,0.5270277888578646
ARGENTINA,ATUCHA,2013,-33.9633333333333,-59.1863888888889,ATUCHA-1,PHWR,PHWR,2449.53,7310.0,0.3350930232558139,0.5361488372093024,,,,,0.5361488372093024
ARGENTINA,ATUCHA,2014,-33.9633333333333,-59.1863888888889,ATUCHA-1,PHWR,PHWR,3725.06,10946.0,0.6902094932109388,1.1043351891375024,,,,,1.1043351891375024
ARGENTINA,ATUCHA,2015,-33.9633333333333,-59.1863888888889,ATUCHA-1,PHWR,PHWR,5877.27,13037.0,0.8860965289163718,1.417754446266195,,,,,1.417754446266195
ARGENTINA,ATUCHA,2016,-33.9633333333333,-59.1863888888889,ATUCHA-1,PHWR,PHWR,7677.360000000001,15763.0,0.9666531528498786,1.546645044559806,,,,,1.546645044559806
ARGENTINA,ATUCHA,2017,-33.9633333333333,-59.1863888888889,ATUCHA-1,PHWR,PHWR,5716.27,12962.0,0.9555944154734811,1.5289510647575695,,,,,1.5289510647575695
ARGENTINA,ATUCHA,2018,-33.9633333333333,-59.1863888888889,ATUCHA-1,PHWR,PHWR,6452.97,13841.0,0.9556897628666914,1.5291036205867066,,,,,1.5291036205867066
ARGENTINA,ATUCHA,2019,-33.9633333333333,-59.1863888888889,ATUCHA-1,PHWR,PHWR,4140.79,14342.0,0.5756299782110252,0.9210079651376404,,,,,0.9210079651376404
ARGENTINA,ATUCHA,2020,-33.9633333333333,-59.1863888888889,ATUCHA-1,PHWR,PHWR,5102.28,14222.0,0.7257485987833212,1.161197758053314,,,,,1.161197758053314
ARGENTINA,ATUCHA,2021,-33.9633333333333,-59.1863888888889,ATUCHA-1,PHWR,PHWR,5829.66,14460.0,0.8066144296153189,1.2905830873845106,,,,,1.2905830873845106
ARGENTINA,ATUCHA,2022,-33.9633333333333,-59.1863888888889,ATUCHA-1,PHWR,PHWR,3293.04,9909.0,0.6839663243014596,1.0943461188823356,,,,,1.0943461188823356
ARGENTINA,ATUCHA,2023,-33.9633333333333,-59.1863888888889,ATUCHA-1,PHWR,PHWR,3739.05,9813.0,0.8417880036040675,1.346860805766508,,,,,1.346860805766508
ARGENTINA,EMBALSE,1983,-32.232,-64.443,EMBALSE,PHWR,PHWR,815.4,2098.0,0.388655862726406,0.6218493803622498,,,,,0.6218493803622498
ARGENTINA,EMBALSE,1984,-32.232,-64.443,EMBALSE,PHWR,PHWR,2527.07,6355.0,0.3976506687647522,0.6362410700236035,,,,,0.6362410700236035
ARGENTINA,EMBALSE,1985,-32.232,-64.443,EMBALSE,PHWR,PHWR,3778.57,8170.0,0.4624932680538556,0.739989228886169,,,,,0.739989228886169
ARGENTINA,EMBALSE,1986,-32.232,-64.443,EMBALSE,PHWR,PHWR,3061.67,5847.0,0.5236309218402599,0.8378094749444159,,,,,0.8378094749444159
ARGENTINA,EMBALSE,1987,-32.232,-64.443,EMBALSE,PHWR,PHWR,4577.05,7951.0,0.5756571500440196,0.9210514400704316,,,,,0.9210514400704316
ARGENTINA,EMBALSE,1988,-32.232,-64.443,EMBALSE,PHWR,PHWR,4560.58,7798.0,0.5848397024878174,0.935743523980508,,,,,0.935743523980508
ARGENTINA,EMBALSE,1989,-32.232,-64.443,EMBALSE,PHWR,PHWR,4658.98,7804.0,0.5969989748846745,0.9551983598154792,,,,,0.9551983598154792
ARGENTINA,EMBALSE,1990,-32.232,-64.443,EMBALSE,PHWR,PHWR,5000.74,8404.0,0.5950428367444074,0.952068538791052,,,,,0.952068538791052
ARGENTINA,EMBALSE,1991,-32.232,-64.443,EMBALSE,PHWR,PHWR,4498.81,7855.0,0.5727320178230427,0.9163712285168684,,,,,0.9163712285168684
ARGENTINA,EMBALSE,1992,-32.232,-64.443,EMBALSE,PHWR,PHWR,4353.98,7440.0,0.5852123655913978,0.9363397849462364,,,,,0.9363397849462364
ARGENTINA,EMBALSE,1993,-32.232,-64.443,EMBALSE,PHWR,PHWR,4773.27,7956.0,0.5999585218702866,0.9599336349924588,,,,,0.9599336349924588
ARGENTINA,EMBALSE,1994,-32.232,-64.443,EMBALSE,PHWR,PHWR,5157.89,8575.0,0.6015032069970846,0.9624051311953354,,,,,0.9624051311953354
ARGENTINA,EMBALSE,1995,-32.232,-64.443,EMBALSE,PHWR,PHWR,3897.91,6541.0,0.5959195841614432,0.9534713346583092,,,,,0.9534713346583092
ARGENTINA,EMBALSE,1996,-32.232,-64.443,EMBALSE,PHWR,PHWR,4891.97,8176.0,0.5983329256360078,0.9573326810176126,,,,,0.9573326810176126
ARGENTINA,EMBALSE,1997,-32.232,-64.443,EMBALSE,PHWR,PHWR,4737.03,7821.0,0.605680859225163,0.9690893747602608,,,,,0.9690893747602608
ARGENTINA,EMBALSE,1998,-32.232,-64.443,EMBALSE,PHWR,PHWR,4555.43,7629.0,0.5971201992397431,0.9553923187835892,,,,,0.9553923187835892
ARGENTINA,EMBALSE,1999,-32.232,-64.443,EMBALSE,PHWR,PHWR,5201.79,8700.0,0.5979068965517241,0.9566510344827588,,,,,0.9566510344827588
ARGENTINA,EMBALSE,2000,-32.232,-64.443,EMBALSE,PHWR,PHWR,4064.48,6837.0,0.5944829603627322,0.9511727365803716,,,,,0.9511727365803716
ARGENTINA,EMBALSE,2001,-32.232,-64.443,EMBALSE,PHWR,PHWR,5128.11,8564.0,0.5987984586641756,0.958077533862681,,,,,0.958077533862681
ARGENTINA,EMBALSE,2002,-32.232,-64.443,EMBALSE,PHWR,PHWR,4385.52,7401.0,0.5925577624645318,0.948092419943251,,,,,0.948092419943251
ARGENTINA,EMBALSE,2003,-32.232,-64.443,EMBALSE,PHWR,PHWR,5004.14,8367.0,0.5980805545595793,0.956928887295327,,,,,0.956928887295327
ARGENTINA,EMBALSE,2004,-32.232,-64.443,EMBALSE,PHWR,PHWR,4589.57,7704.0,0.5957385773624091,0.9531817237798546,,,,,0.9531817237798546
ARGENTINA,EMBALSE,2005,-32.232,-64.443,EMBALSE,PHWR,PHWR,4372.48,7341.0,0.5956245743086772,0.9529993188938836,,,,,0.9529993188938836
ARGENTINA,EMBALSE,2006,-32.232,-64.443,EMBALSE,PHWR,PHWR,5052.1,8455.0,0.5975280898876405,0.9560449438202248,,,,,0.9560449438202248
ARGENTINA,EMBALSE,2007,-32.232,-64.443,EMBALSE,PHWR,PHWR,4003.72,6771.0,0.591304090976222,0.9460865455619554,,,,,0.9460865455619554
ARGENTINA,EMBALSE,2008,-32.232,-64.443,EMBALSE,PHWR,PHWR,4368.61,7382.0,0.5917921972365212,0.946867515578434,,,,,0.946867515578434
ARGENTINA,EMBALSE,2009,-32.232,-64.443,EMBALSE,PHWR,PHWR,5192.43,8705.0,0.5964882251579552,0.9543811602527285,,,,,0.9543811602527285
ARGENTINA,EMBALSE,2010,-32.232,-64.443,EMBALSE,PHWR,PHWR,3908.69,6701.0,0.5832995075361886,0.933279212057902,,,,,0.933279212057902
ARGENTINA,EMBALSE,2011,-32.232,-64.443,EMBALSE,PHWR,PHWR,3559.35,7405.0,0.4806684672518568,0.769069547602971,,,,,0.769069547602971
ARGENTINA,EMBALSE,2012,-32.232,-64.443,EMBALSE,PHWR,PHWR,3425.53,7214.0,0.4748447463265872,0.7597515941225397,,,,,0.7597515941225397
ARGENTINA,EMBALSE,2013,-32.232,-64.443,EMBALSE,PHWR,PHWR,3285.69,6841.0,0.4802938166934659,0.7684701067095454,,,,,0.7684701067095454
ARGENTINA,EMBALSE,2014,-32.232,-64.443,EMBALSE,PHWR,PHWR,1533.11,3678.0,0.4168325176726482,0.6669320282762371,,,,,0.6669320282762371
ARGENTINA,EMBALSE,2015,-32.232,-64.443,EMBALSE,PHWR,PHWR,641.36,1564.0,0.410076726342711,0.6561227621483376,,,,,0.6561227621483376
ARGENTINA,EMBALSE,2019,-32.232,-64.443,EMBALSE,PHWR,PHWR,3786.17,7051.0,0.5369692242235145,0.8591507587576231,,,,,0.8591507587576231
ARGENTINA,EMBALSE,2020,-32.232,-64.443,EMBALSE,PHWR,PHWR,4910.14,8447.0,0.5812880312536995,0.9300608500059192,,,,,0.9300608500059192
ARGENTINA,EMBALSE,2021,-32.232,-64.443,EMBALSE,PHWR,PHWR,4340.06,7227.0,0.6005341082053411,0.9608545731285458,,,,,0.9608545731285458
ARGENTINA,EMBALSE,2022,-32.232,-64.443,EMBALSE,PHWR,PHWR,4176.48,6993.0,0.5972372372372372,0.9555795795795796,,,,,0.9555795795795796
ARGENTINA,EMBALSE,2023,-32.232,-64.443,EMBALSE,PHWR,PHWR,5224.06,8660.0,0.6032401847575058,0.9651842956120094,,,,,0.9651842956120094
ARMENIA,ARMENIAN,1987,40.1808444444444,44.1489083333333,ARMENIAN-1,PWR,PWR,4730.4,12640.0,0.7486845779220779,0.0503116036363636,,,,,0.0503116036363636
ARMENIA,ARMENIAN,1988,40.1808444444444,44.1489083333333,ARMENIAN-1,PWR,PWR,4404.040000000001,12656.0,0.6978502092204465,0.0468955340596139,,,,,0.0468955340596139
ARMENIA,ARMENIAN,1989,40.1808444444444,44.1489083333333,ARMENIAN-1,PWR,PWR,1176.61,3168.0,0.7451704369738272,0.0500754533646411,,,,,0.0500754533646411
ARMENIA,ARMENIAN,1996,40.1808444444444,44.1489083333333,ARMENIAN-2,PWR,PWR,2097.98,7561.0,0.277473879116519,0.01864624467663,,,,,0.01864624467663
ARMENIA,ARMENIAN,1997,40.1808444444444,44.1489083333333,ARMENIAN-2,PWR,PWR,1429.96,5700.0,0.2508701754385965,0.0168584757894736,,,,,0.0168584757894736
ARMENIA,ARMENIAN,1998,40.1808444444444,44.1489083333333,ARMENIAN-2,PWR,PWR,1416.47,6408.0,0.2210471285892634,0.0148543670411985,,,,,0.0148543670411985
ARMENIA,ARMENIAN,1999,40.1808444444444,44.1489083333333,ARMENIAN-2,PWR,PWR,1890.37,6193.0,0.3052430163087356,0.020512330695947,,,,,0.020512330695947
ARMENIA,ARMENIAN,2000,40.1808444444444,44.1489083333333,ARMENIAN-2,PWR,PWR,1841.51,5699.0,0.3231286190559747,0.0217142432005615,,,,,0.0217142432005615
ARMENIA,ARMENIAN,2001,40.1808444444444,44.1489083333333,ARMENIAN-2,PWR,PWR,1815.41,5660.0,0.320743816254417,0.0215539844522968,,,,,0.0215539844522968
ARMENIA,ARMENIAN,2002,40.1808444444444,44.1489083333333,ARMENIAN-2,PWR,PWR,2078.9,6961.0,0.2986496193075708,0.0200692544174687,,,,,0.0200692544174687
ARMENIA,ARMENIAN,2003,40.1808444444444,44.1489083333333,ARMENIAN-2,PWR,PWR,1997.55,6120.0,0.3263970588235294,0.0219338823529411,,,,,0.0219338823529411
ARMENIA,ARMENIAN,2004,40.1808444444444,44.1489083333333,ARMENIAN-2,PWR,PWR,2196.58,7135.0,0.3078598458304134,0.0206881816398037,,,,,0.0206881816398037
ARMENIA,ARMENIAN,2005,40.1808444444444,44.1489083333333,ARMENIAN-2,PWR,PWR,2504.49,7658.0,0.3270423086967876,0.0219772431444241,,,,,0.0219772431444241
ARMENIA,ARMENIAN,2006,40.1808444444444,44.1489083333333,ARMENIAN-2,PWR,PWR,2421.62,7632.0,0.3172982180293501,0.0213224402515723,,,,,0.0213224402515723
ARMENIA,ARMENIAN,2007,40.1808444444444,44.1489083333333,ARMENIAN-2,PWR,PWR,2347.83,7447.0,0.3152719215791594,0.0211862731301195,,,,,0.0211862731301195
ARMENIA,ARMENIAN,2008,40.1808444444444,44.1489083333333,ARMENIAN-2,PWR,PWR,2265.89,7013.0,0.3230985312990161,0.0217122213032938,,,,,0.0217122213032938
ARMENIA,ARMENIAN,2009,40.1808444444444,44.1489083333333,ARMENIAN-2,PWR,PWR,2290.42,7408.0,0.3091819654427646,0.0207770280777537,,,,,0.0207770280777537
ARMENIA,ARMENIAN,2010,40.1808444444444,44.1489083333333,ARMENIAN-2,PWR,PWR,2286.54,7535.0,0.3034558725945587,0.0203922346383543,,,,,0.0203922346383543
ARMENIA,ARMENIAN,2011,40.1808444444444,44.1489083333333,ARMENIAN-2,PWR,PWR,2356.84,7552.0,0.3120815677966101,0.0209718813559322,,,,,0.0209718813559322
ARMENIA,ARMENIAN,2012,40.1808444444444,44.1489083333333,ARMENIAN-2,PWR,PWR,2123.5,7052.0,0.3011202495745887,0.0202352807714123,,,,,0.0202352807714123
ARMENIA,ARMENIAN,2013,40.1808444444444,44.1489083333333,ARMENIAN-2,PWR,PWR,2167.63,7237.0,0.2995205195523007,0.0201277789139146,,,,,0.0201277789139146
ARMENIA,ARMENIAN,2014,40.1808444444444,44.1489083333333,ARMENIAN-2,PWR,PWR,2265.64,7542.0,0.3004030761071333,0.0201870867143993,,,,,0.0201870867143993
ARMENIA,ARMENIAN,2015,40.1808444444444,44.1489083333333,ARMENIAN-2,PWR,PWR,2571.1,7859.0,0.3271535818806463,0.0219847207023794,,,,,0.0219847207023794
ARMENIA,ARMENIAN,2016,40.1808444444444,44.1489083333333,ARMENIAN-2,PWR,PWR,2194.85,6756.0,0.3248741859088218,0.0218315452930728,,,,,0.0218315452930728
ARMENIA,ARMENIAN,2017,40.1808444444444,44.1489083333333,ARMENIAN-2,PWR,PWR,2411.39,7341.0,0.3284824955728102,0.0220740237024928,,,,,0.0220740237024928
ARMENIA,ARMENIAN,2018,40.1808444444444,44.1489083333333,ARMENIAN-2,PWR,PWR,1898.08,7169.0,0.2647621704561305,0.0177920178546519,,,,,0.0177920178546519
ARMENIA,ARMENIAN,2019,40.1808444444444,44.1489083333333,ARMENIAN-2,PWR,PWR,2028.96,6252.0,0.3245297504798464,0.0218083992322456,,,,,0.0218083992322456
ARMENIA,ARMENIAN,2020,40.1808444444444,44.1489083333333,ARMENIAN-2,PWR,PWR,2551.8,7295.0,0.3498012337217272,0.0235066429061,,,,,0.0235066429061
ARMENIA,ARMENIAN,2021,40.1808444444444,44.1489083333333,ARMENIAN-2,PWR,PWR,1850.04,5028.0,0.3679474940334128,0.0247260715990453,,,,,0.0247260715990453
ARMENIA,ARMENIAN,2022,40.1808444444444,44.1489083333333,ARMENIAN-2,PWR,PWR,2630.85,7110.0,0.3700210970464135,0.0248654177215189,,,,,0.0248654177215189
ARMENIA,ARMENIAN,2023,40.1808444444444,44.1489083333333,ARMENIAN-2,PWR,PWR,2512.03,6490.0,0.3870616332819723,0.0260105417565485,,,,,0.0260105417565485
BELARUS,BELARUSIAN,2020,54.7583,26.09167,BELARUSIAN-1,PWR,PWR,338.43,509.0,0.6648919449901768,0.0446807387033398,,,,,0.0446807387033398
BELARUS,BELARUSIAN,2021,54.7583,26.09167,BELARUSIAN-1,PWR,PWR,5422.11,5255.0,1.0318001902949572,0.0693369727878211,,,,,0.0693369727878211
BELARUS,BELARUSIAN,2022,54.7583,26.09167,BELARUSIAN-1,PWR,PWR,4411.35,4008.0,1.1006362275449102,0.0739627544910179,,,,,0.0739627544910179
BELARUS,BELARUSIAN,2023,54.7583,26.09167,BELARUSIAN-1,PWR,PWR,10996.52,10728.0,1.9920439585812781,0.1338653540166618,,,,,0.1338653540166618
BELGIUM,BR,1973,51.2191667,5.102222,BR-3,PWR,PWR,68.7,7323.0,0.0093814010651372,0.0006304301515772,,,,,0.0006304301515772
BELGIUM,BR,1974,51.2191667,5.102222,BR-3,PWR,PWR,23.2,3522.0,0.006587166382737,0.0004426575809199,,,,,0.0004426575809199
BELGIUM,BR,1975,51.2191667,5.102222,BR-3,PWR,PWR,18.1,3313.0,0.0054633262903712,0.0003671355267129,,,,,0.0003671355267129
BELGIUM,BR,1976,51.2191667,5.102222,BR-3,PWR,PWR,22.0,3610.0,0.0060941828254847,0.0004095290858725,,,,,0.0004095290858725
BELGIUM,BR,1977,51.2191667,5.102222,BR-3,PWR,PWR,74.4,8391.0,0.0088666428316052,0.0005958383982838,,,,,0.0005958383982838
BELGIUM,BR,1978,51.2191667,5.102222,BR-3,PWR,PWR,20.8,2286.0,0.0090988626421697,0.0006114435695538,,,,,0.0006114435695538
BELGIUM,BR,1979,51.2191667,5.102222,BR-3,PWR,PWR,31.1,3532.0,0.0088052095130237,0.0005917100792751,,,,,0.0005917100792751
BELGIUM,BR,1982,51.2191667,5.102222,BR-3,PWR,PWR,40.0,4823.0,0.0082935931992535,0.0005573294629898,,,,,0.0005573294629898
BELGIUM,BR,1983,51.2191667,5.102222,BR-3,PWR,PWR,13.0,1677.0,0.0077519379844961,0.0005209302325581,,,,,0.0005209302325581
BELGIUM,BR,1984,51.2191667,5.102222,BR-3,PWR,PWR,31.0,3642.0,0.0085118066996155,0.0005719934102141,,,,,0.0005719934102141
BELGIUM,BR,1985,51.2191667,5.102222,BR-3,PWR,PWR,47.21,6274.0,0.0075247051322919,0.00050566018489,,,,,0.00050566018489
BELGIUM,BR,1986,51.2191667,5.102222,BR-3,PWR,PWR,31.89,4115.0,0.0077496962332928,0.0005207795868772,,,,,0.0005207795868772
BELGIUM,BR,1987,51.2191667,5.102222,BR-3,PWR,PWR,29.28,3897.0,0.0075134719014626,0.0005049053117782,,,,,0.0005049053117782
BELGIUM,DOEL,1974,51.3247222222222,4.25874722222222,DOEL-1,PWR,PWR,114.3,604.0,0.1892384105960264,0.0127168211920529,,,,,0.0127168211920529
BELGIUM,DOEL,1975,51.3247222222222,4.25874722222222,DOEL-1,PWR,PWR,3269.1,9562.0,0.6611089240786889,0.044426519698087794,,,,,0.044426519698087794
BELGIUM,DOEL,1976,51.3247222222222,4.25874722222222,DOEL-1,PWR,PWR,5129.9,13447.0,0.7627620227708879,0.0512576079302036,,,,,0.0512576079302036
BELGIUM,DOEL,1977,51.3247222222222,4.25874722222222,DOEL-1,PWR,PWR,5406.8,13981.0,0.7735262685067965,0.0519809652436566,,,,,0.0519809652436566
BELGIUM,DOEL,1978,51.3247222222222,4.25874722222222,DOEL-1,PWR,PWR,5481.799999999999,14185.0,0.772899762388373,0.0519388640324986,,,,,0.0519388640324986
BELGIUM,DOEL,1979,51.3247222222222,4.25874722222222,DOEL-1,PWR,PWR,5630.3,14451.0,0.7793769373313999,0.052374130188669904,,,,,0.052374130188669904
BELGIUM,DOEL,1980,51.3247222222222,4.25874722222222,DOEL-1,PWR,PWR,5683.0,14707.0,0.7731363952739486,0.0519547657624093,,,,,0.0519547657624093
BELGIUM,DOEL,1981,51.3247222222222,4.25874722222222,DOEL-1,PWR,PWR,5787.7,14870.0,0.7786607623525894,0.0523260032300939,,,,,0.0523260032300939
BELGIUM,DOEL,1982,51.3247222222222,4.25874722222222,DOEL-1,PWR,PWR,8397.5,18206.0,1.5349752379929493,0.10315033599312601,,,,,0.10315033599312601
BELGIUM,DOEL,1983,51.3247222222222,4.25874722222222,DOEL-1,PWR,PWR,11545.0,20313.0,1.633343204969966,0.1097606633739816,,,,,0.1097606633739816
BELGIUM,DOEL,1984,51.3247222222222,4.25874722222222,DOEL-1,PWR,PWR,13119.0,23580.0,1.6551601413189485,0.1112267614966332,,,,,0.1112267614966332
BELGIUM,DOEL,1985,51.3247222222222,4.25874722222222,DOEL-1,PWR,PWR,16583.4,27449.0,2.4694257787908875,0.1659454123347474,,,,,0.1659454123347474
BELGIUM,DOEL,1986,51.3247222222222,4.25874722222222,DOEL-1,PWR,PWR,19551.45,28911.0,2.5943823767640457,0.1743424957185436,,,,,0.1743424957185436
BELGIUM,DOEL,1987,51.3247222222222,4.25874722222222,DOEL-1,PWR,PWR,18067.21,28271.0,2.538159933931051,0.1705643475601665,,,,,0.1705643475601665
BELGIUM,DOEL,1988,51.3247222222222,4.25874722222222,DOEL-1,PWR,PWR,19930.35,30753.0,2.573730030586686,0.1729546580554251,,,,,0.1729546580554251
BELGIUM,DOEL,1989,51.3247222222222,4.25874722222222,DOEL-1,PWR,PWR,18213.699999999997,28118.0,2.5088795619568147,0.16859670656349768,,,,,0.16859670656349768
BELGIUM,DOEL,1990,51.3247222222222,4.25874722222222,DOEL-1,PWR,PWR,19190.07,28361.0,2.587611025366286,0.1738874609046142,,,,,0.1738874609046142
BELGIUM,DOEL,1991,51.3247222222222,4.25874722222222,DOEL-1,PWR,PWR,20009.53,30582.0,2.5989016573927093,0.17464619137678988,,,,,0.17464619137678988
BELGIUM,DOEL,1992,51.3247222222222,4.25874722222222,DOEL-1,PWR,PWR,20113.28,30617.0,2.6336992545340876,0.17698458990469051,,,,,0.17698458990469051
