Country,Reactor,Reactor Type,Emission Type,Year,Emissions [TBq yr^-1],Electricity Supplied [GW.h],Annual Time On Line [h],RX_PRIS,H_yr,EF [TBq GWa^-1]
Argentina,Atucha 1,PHWR,CO2,1974,0.173059361,947.5,4458.0,ATUCHA-1,8760,1.6000000024907652
Argentina,Atucha 1,PHWR,CO2,1975,0.430648402,2357.8,7730.0,ATUCHA-1,8760,1.6000000006446686
Argentina,Atucha 1,PHWR,CO2,1976,0.439926941,2408.6,7808.0,ATUCHA-1,8784,1.6043835629593957
Argentina,Atucha 1,PHWR,CO2,1977,0.280730594,1537.0,4650.0,ATUCHA-1,8760,1.600000002238126
Argentina,Atucha 1,PHWR,CO2,1978,0.495307763,2711.81,8026.0,ATUCHA-1,8760,1.600000001430779
Argentina,Atucha 1,PHWR,CO2,1979,0.457296804,2503.7,7551.0,ATUCHA-1,8760,1.6000000012142033
Argentina,Atucha 1,PHWR,CO2,1980,0.39826484,2180.5,6947.0,ATUCHA-1,8784,1.6043835609080486
Argentina,Atucha 1,PHWR,CO2,1981,0.483579909,2647.6,8120.0,ATUCHA-1,8760,1.6000000010726696
Argentina,Atucha 1,PHWR,CO2,1982,0.320292237,1753.6,5600.0,ATUCHA-1,8760,1.5999999977874089
Argentina,Atucha 1,PHWR,CO2,1983,0.430319635,2356.0,8101.0,ATUCHA-1,8760,1.6000000011035653
Argentina,Atucha 1,PHWR,CO2,1984,0.311620091,1706.12,8678.0,ATUCHA-1,8784,1.6043835599746794
Argentina,Atucha 1,PHWR,CO2,1985,0.268575342,1470.45,7159.0,ATUCHA-1,8760,1.599999997225339
Argentina,Atucha 1,PHWR,CO2,1986,0.40273242,2204.96,7532.0,ATUCHA-1,8760,1.5999999996371816
Argentina,Atucha 1,PHWR,CO2,1987,0.256767123,1405.8,4391.0,ATUCHA-1,8760,1.5999999982074264
Argentina,Atucha 1,PHWR,CO2,1988,0.147598174,808.1,2515.0,ATUCHA-1,8784,1.604383566905086
Argentina,Atucha 1,PHWR,CO2,1990,0.314628311,1722.59,7201.0,ATUCHA-1,8760,1.6000000025310726
Argentina,Atucha 1,PHWR,CO2,1991,0.497148858,2721.89,8390.0,ATUCHA-1,8760,1.5999999985598243
Argentina,Atucha 1,PHWR,CO2,1992,0.407349772,2230.24,7089.0,ATUCHA-1,8784,1.6043835628667769
Argentina,Atucha 1,PHWR,CO2,1993,0.439024658,2403.66,7287.0,ATUCHA-1,8760,1.6000000016974116
Argentina,Atucha 1,PHWR,CO2,1994,0.484357991,2651.86,7916.0,ATUCHA-1,8760,1.6000000004374288
Argentina,Atucha 1,PHWR,CO2,1995,0.487983562,2671.71,8376.0,ATUCHA-1,8760,1.6000000011677913
Argentina,Atucha 1,PHWR,CO2,1996,0.372383562,2038.8,6990.0,ATUCHA-1,8784,1.6043835631783403
Argentina,Atucha 1,PHWR,CO2,1997,0.496829224,2720.14,8329.0,ATUCHA-1,8760,1.6000000008234871
Argentina,Atucha 1,PHWR,CO2,1998,0.433673059,2374.36,7242.0,ATUCHA-1,8760,1.5999999986691151
Argentina,Atucha 1,PHWR,CO2,1999,0.254885845,1395.5,4364.0,ATUCHA-1,8760,1.600000001576496
Argentina,Atucha 1,PHWR,CO2,2000,0.306456621,1677.85,5038.0,ATUCHA-1,8784,1.6043835616199302
Argentina,Atucha 1,PHWR,CO2,2001,0.260449315,1425.96,4407.0,ATUCHA-1,8760,1.599999999579231
Argentina,Atucha 1,PHWR,CO2,2002,0.184748858,1011.5,3030.0,ATUCHA-1,8760,1.5999999961245674
Argentina,Atucha 1,PHWR,CO2,2003,0.369059361,2020.6,6094.0,ATUCHA-1,8760,1.6000000011679698
Argentina,Atucha 1,PHWR,CO2,2004,0.497718721,2725.01,8250.0,ATUCHA-1,8784,1.60438356015721
Argentina,Atucha 1,PHWR,CO2,2005,0.364924201,1997.96,7004.0,ATUCHA-1,8760,1.600000000380388
Argentina,Atucha 1,PHWR,CO2,2006,0.3836621,2100.55,6403.0,ATUCHA-1,8760,1.5999999980957367
Argentina,Atucha 1,PHWR,CO2,2007,0.496573516,2718.74,8300.0,ATUCHA-1,8760,1.6000000000588508
Argentina,Atucha 1,PHWR,CO2,2008,0.453198174,2481.26,7562.0,ATUCHA-1,8784,1.6043835633573262
Argentina,Atucha 1,PHWR,CO2,2009,0.437841096,2397.18,7296.0,ATUCHA-1,8760,1.6000000004004706
Argentina,Atucha 1,PHWR,CO2,2010,0.50826484,2782.75,8560.0,ATUCHA-1,8760,1.5999999994250294
Argentina,Atucha 1,PHWR,CO2,2011,0.426385388,2334.46,7289.0,ATUCHA-1,8760,1.5999999995202316
Argentina,Atucha 1,PHWR,CO2,2012,0.452485845,2477.36,7521.0,ATUCHA-1,8784,1.6043835625343106
Argentina,Atucha 1,PHWR,CO2,2013,0.44740274,2449.53,7310.0,ATUCHA-1,8760,1.6000000009797797
Argentina,Atucha 1,PHWR,CO2,2014,0.480677626,2631.71,7875.0,ATUCHA-1,8760,1.6000000014287288
Argentina,Atucha 1,PHWR,CO2,2015,0.356410959,1951.35,6109.0,ATUCHA-1,8760,1.6000000004304713
Argentina,Atucha 1,PHWR,CO2,2016,0.452387215,2476.82,7700.0,ATUCHA-1,8784,1.6043835630203243
Argentina,Atucha 2,PHWR,CO2,2014,0.19969863,1093.35,3071.0,ATUCHA-2,8760,1.5999999989024558
Argentina,Atucha 2,PHWR,CO2,2015,0.717063014,3925.92,6928.0,ATUCHA-2,8760,1.6000000006724537
Argentina,Atucha 2,PHWR,CO2,2016,0.94987032,5200.54,8063.0,ATUCHA-2,8784,1.6043835622608422
Argentina,Embalse,PHWR,CO2,1983,0.148931507,815.4,2098.0,EMBALSE,8760,1.6000000016188374
Argentina,Embalse,PHWR,CO2,1984,0.461565297,2527.07,6355.0,EMBALSE,8784,1.6043835623263303
Argentina,Embalse,PHWR,CO2,1985,0.690149772,3778.57,8170.0,EMBALSE,8760,1.6000000007198492
Argentina,Embalse,PHWR,CO2,1986,0.559209132,3061.67,5847.0,EMBALSE,8760,1.5999999987980416
Argentina,Embalse,PHWR,CO2,1987,0.835990868,4577.05,7951.0,EMBALSE,8760,1.6000000008040112
Argentina,Embalse,PHWR,CO2,1988,0.832982648,4560.58,7798.0,EMBALSE,8784,1.6043835608698895
Argentina,Embalse,PHWR,CO2,1989,0.850955251,4658.98,7804.0,EMBALSE,8760,1.5999999997338474
Argentina,Embalse,PHWR,CO2,1990,0.913377169,5000.74,8404.0,EMBALSE,8760,1.600000000087987
Argentina,Embalse,PHWR,CO2,1991,0.821700457,4498.81,7855.0,EMBALSE,8760,1.6000000007379729
Argentina,Embalse,PHWR,CO2,1992,0.795247489,4353.98,7440.0,EMBALSE,8784,1.604383562482143
Argentina,Embalse,PHWR,CO2,1993,0.871830137,4773.27,7956.0,EMBALSE,8760,1.6000000000251398
Argentina,Embalse,PHWR,CO2,1994,0.942080365,5157.89,8575.0,EMBALSE,8760,1.5999999994959178
Argentina,Embalse,PHWR,CO2,1995,0.711947032,3897.91,6541.0,EMBALSE,8760,1.6000000000820953
Argentina,Embalse,PHWR,CO2,1996,0.893510502,4891.97,8176.0,EMBALSE,8784,1.6043835611354935
Argentina,Embalse,PHWR,CO2,1997,0.865210959,4737.03,7821.0,EMBALSE,8760,1.6000000001773262
Argentina,Embalse,PHWR,CO2,1998,0.832042009,4555.43,7629.0,EMBALSE,8760,1.599999999745359
Argentina,Embalse,PHWR,CO2,1999,0.95009863,5201.79,8700.0,EMBALSE,8760,1.5999999997693104
Argentina,Embalse,PHWR,CO2,2000,0.742370776,4064.48,6837.0,EMBALSE,8784,1.6043835610912098
Argentina,Embalse,PHWR,CO2,2001,0.936641096,5128.11,8564.0,EMBALSE,8760,1.6000000001872035
Argentina,Embalse,PHWR,CO2,2002,0.801008219,4385.52,7401.0,EMBALSE,8760,1.5999999996442837
Argentina,Embalse,PHWR,CO2,2003,0.913998174,5004.14,8367.0,EMBALSE,8760,1.6000000008472983
Argentina,Embalse,PHWR,CO2,2004,0.838277626,4589.57,7704.0,EMBALSE,8784,1.604383562465329
Argentina,Embalse,PHWR,CO2,2005,0.798626484,4372.48,7341.0,EMBALSE,8760,1.5999999999634078
Argentina,Embalse,PHWR,CO2,2006,0.922757991,5052.1,8455.0,EMBALSE,8760,1.6000000002296073
Argentina,Embalse,PHWR,CO2,2007,0.731273059,4003.72,6771.0,EMBALSE,8760,1.599999999210734
Argentina,Embalse,PHWR,CO2,2008,0.797919635,4368.61,7382.0,EMBALSE,8784,1.6043835622406213
Argentina,Embalse,PHWR,CO2,2009,0.948389041,5192.43,8705.0,EMBALSE,8760,1.5999999998382262
Argentina,Embalse,PHWR,CO2,2010,0.713915982,3908.69,6701.0,EMBALSE,8760,1.600000000593549
Argentina,Embalse,PHWR,CO2,2011,0.650109589,3559.35,7405.0,EMBALSE,8760,1.599999999898858
Argentina,Embalse,PHWR,CO2,2012,0.62566758,3425.53,7214.0,EMBALSE,8784,1.604383561878016
Argentina,Embalse,PHWR,CO2,2013,0.600126027,3285.69,6841.0,EMBALSE,8760,1.5999999989408615
Argentina,Embalse,PHWR,CO2,2014,0.280020091,1533.11,3678.0,EMBALSE,8760,1.5999999981475566
Argentina,Embalse,PHWR,CO2,2015,0.117143379,641.36,1564.0,EMBALSE,8760,1.6000000000623673
Armenia,Armenia 1-2,PWR,CO2,1987,0.036288,4730.4,12640.0,ARMENIAN-1,8760,0.06720000000000001
Armenia,Armenia 1-2,PWR,CO2,1988,0.033784417,4404.040000000001,12656.0,ARMENIAN-1,8784,0.06738411070925784
Armenia,Armenia 1-2,PWR,CO2,1989,0.00902605,1176.61,3168.0,ARMENIAN-1,8760,0.06720000509939573
Armenia,Armenia 1-2,PWR,CO2,1996,0.016094093,2097.98,7561.0,ARMENIAN-2,8784,0.06738410895814069
Armenia,Armenia 1-2,PWR,CO2,1997,0.010969557,1429.96,5700.0,ARMENIAN-2,8760,0.0672000051190243
Armenia,Armenia 1-2,PWR,CO2,1998,0.010866071,1416.47,6408.0,ARMENIAN-2,8760,0.06719999855980006
Armenia,Armenia 1-2,PWR,CO2,1999,0.014501469,1890.37,6193.0,ARMENIAN-2,8760,0.06720000234874654
Armenia,Armenia 1-2,PWR,CO2,2000,0.014126652,1841.51,5699.0,ARMENIAN-2,8784,0.06738410932767132
Armenia,Armenia 1-2,PWR,CO2,2001,0.013926433,1815.41,5660.0,ARMENIAN-2,8760,0.06720000059490694
Armenia,Armenia 1-2,PWR,CO2,2002,0.015947726,2078.9,6961.0,ARMENIAN-2,8760,0.06719999988455433
Armenia,Armenia 1-2,PWR,CO2,2003,0.015323671,1997.55,6120.0,ARMENIAN-2,8760,0.06719999897874898
Armenia,Armenia 1-2,PWR,CO2,2004,0.016850476,2196.58,7135.0,ARMENIAN-2,8784,0.06738410674047839
Armenia,Armenia 1-2,PWR,CO2,2005,0.019212526,2504.49,7658.0,ARMENIAN-2,8760,0.06719999990417211
Armenia,Armenia 1-2,PWR,CO2,2006,0.018576811,2421.62,7632.0,ARMENIAN-2,8760,0.0672000001486608
Armenia,Armenia 1-2,PWR,CO2,2007,0.01801075,2347.83,7447.0,ARMENIAN-2,8760,0.06719999744444871
Armenia,Armenia 1-2,PWR,CO2,2008,0.01738217,2265.89,7013.0,ARMENIAN-2,8784,0.06738411012008526
Armenia,Armenia 1-2,PWR,CO2,2009,0.017570345,2290.42,7408.0,ARMENIAN-2,8760,0.06719999921411794
Armenia,Armenia 1-2,PWR,CO2,2010,0.017540581,2286.54,7535.0,ARMENIAN-2,8760,0.06720000068225354
Armenia,Armenia 1-2,PWR,CO2,2011,0.018079869,2356.84,7552.0,ARMENIAN-2,8760,0.0672000018838784
Armenia,Armenia 1-2,PWR,CO2,2012,0.016289864,2123.5,7052.0,ARMENIAN-2,8784,0.06738411366894279
Armenia,Armenia 1-2,PWR,CO2,2013,0.016628395,2167.63,7237.0,ARMENIAN-2,8760,0.06720000193760005
Armenia,Armenia 1-2,PWR,CO2,2014,0.017380272,2265.64,7542.0,ARMENIAN-2,8760,0.06720007711728254
Armenia,Armenia 1-2,PWR,CO2,2015,0.01972273,2571.1,7859.0,ARMENIAN-2,8760,0.0671973531951305
Armenia,Armenia 1-2,PWR,CO2,2016,0.016837229,2194.85,6756.0,ARMENIAN-2,8784,0.0673842037205276
Belgium,Doel 1-4,PWR,CO2,1974,0.000876822,114.3,604.0,DOEL-1,8760,0.0672000062992126
Belgium,Doel 1-4,PWR,CO2,1975,0.025078028,3269.1,9562.0,DOEL-1,8760,0.06720000161512343
Belgium,Doel 1-4,PWR,CO2,1976,0.039352657,5129.9,13447.0,DOEL-1,8784,0.06738410867424316
Belgium,Doel 1-4,PWR,CO2,1977,0.041476822,5406.8,13981.0,DOEL-1,8760,0.06720000013316564
Belgium,Doel 1-4,PWR,CO2,1978,0.042052164,5481.799999999999,14185.0,DOEL-1,8760,0.06719999938706266
Belgium,Doel 1-4,PWR,CO2,1979,0.043191343,5630.3,14451.0,DOEL-1,8760,0.06720000083121681
Belgium,Doel 1-4,PWR,CO2,1980,0.043595617,5683.0,14707.0,DOEL-1,8784,0.06738411045715291
Belgium,Doel 1-4,PWR,CO2,1981,0.044398795,5787.7,14870.0,DOEL-1,8760,0.06720000072567686
Belgium,Doel 1-4,PWR,CO2,1982,0.064419178,8397.5,18206.0,DOEL-1,8760,0.06719999991426018
Belgium,Doel 1-4,PWR,CO2,1983,0.088564383,11545.0,20313.0,DOEL-1,8760,0.06719999957384148
Belgium,Doel 1-4,PWR,CO2,1984,0.100638904,13119.0,23580.0,DOEL-1,8784,0.0673841095156643
Belgium,Doel 1-4,PWR,CO2,1985,0.127215124,16583.4,27449.0,DOEL-1,8760,0.06720000037627989
Belgium,Doel 1-4,PWR,CO2,1986,0.149983726,19551.45,28911.0,DOEL-1,8760,0.06719999998772469
Belgium,Doel 1-4,PWR,CO2,1987,0.138597776,18067.21,28271.0,DOEL-1,8760,0.06720000031880961
Belgium,Doel 1-4,PWR,CO2,1988,0.152890357,19930.35,30753.0,DOEL-1,8784,0.0673841099573264
Belgium,Doel 1-4,PWR,CO2,1989,0.139721534,18213.699999999997,28118.0,DOEL-1,8760,0.06719999988140797
Belgium,Doel 1-4,PWR,CO2,1990,0.147211496,19190.07,28361.0,DOEL-1,8760,0.06720000005002587
Belgium,Doel 1-4,PWR,CO2,1991,0.153497764,20009.53,30582.0,DOEL-1,8760,0.06719999983208001
Belgium,Doel 1-4,PWR,CO2,1992,0.154293655,20113.28,30617.0,DOEL-1,8784,0.0673841096787794
Belgium,Doel 1-4,PWR,CO2,1993,0.139743704,18216.59,28441.0,DOEL-1,8760,0.06719999994730079
Belgium,Doel 1-4,PWR,CO2,1994,0.129255057,16849.32,26970.0,DOEL-1,8760,0.06719999972224398
Belgium,Doel 1-4,PWR,CO2,1995,0.149234707,19453.81,29461.0,DOEL-1,8760,0.06720000006785302
Belgium,Doel 1-4,PWR,CO2,1996,0.150195529,19579.06,29543.0,DOEL-1,8784,0.0673841096935195
Belgium,Doel 1-4,PWR,CO2,1997,0.16650994,21705.760000000002,31551.0,DOEL-1,8760,0.06720000011056972
Belgium,Doel 1-4,PWR,CO2,1998,0.171022772,22294.04,32433.0,DOEL-1,8760,0.0671999997631654
Belgium,Doel 1-4,PWR,CO2,1999,0.172818685,22528.15,32478.0,DOEL-1,8760,0.06720000002663334
Belgium,Doel 1-4,PWR,CO2,2000,0.170900953,22278.16,32554.0,DOEL-1,8784,0.06738410942160393
Belgium,Doel 1-4,PWR,CO2,2001,0.171838148,22400.33,32411.0,DOEL-1,8760,0.06720000002142826
Belgium,Doel 1-4,PWR,CO2,2002,0.167491167,21833.67,32048.0,DOEL-1,8760,0.06719999995053512
Belgium,Doel 1-4,PWR,CO2,2003,0.167380471,21819.239999999998,32080.0,DOEL-1,8760,0.06719999990650455
Belgium,Doel 1-4,PWR,CO2,2004,0.164514652,21445.66,30863.0,DOEL-1,8784,0.06738410956659763
Belgium,Doel 1-4,PWR,CO2,2005,0.168206586,21926.93,31679.0,DOEL-1,8760,0.0671999998796001
Belgium,Doel 1-4,PWR,CO2,2006,0.166239529,21670.510000000002,31381.0,DOEL-1,8760,0.06720000009413714
Belgium,Doel 1-4,PWR,CO2,2007,0.17418355,22706.07,32012.0,DOEL-1,8760,0.06719999973575348
Belgium,Doel 1-4,PWR,CO2,2008,0.15787006,20579.489999999998,29361.0,DOEL-1,8784,0.06738410947210062
Belgium,Doel 1-4,PWR,CO2,2009,0.162941819,21240.63,30100.0,DOEL-1,8760,0.06719999992655584
Belgium,Doel 1-4,PWR,CO2,2010,0.168961743,22025.37,30678.0,DOEL-1,8760,0.06720000021248225
Belgium,Doel 1-4,PWR,CO2,2011,0.174824329,22789.6,31797.0,DOEL-1,8760,0.06720000008951452
Belgium,Doel 1-4,PWR,CO2,2012,0.139772241,18220.309999999998,26951.0,DOEL-1,8784,0.0673841095428124
Belgium,Doel 1-4,PWR,CO2,2013,0.158951321,20720.44,30048.0,DOEL-1,8760,0.06720000019111565
Belgium,Doel 1-4,PWR,CO2,2014,0.107735712,14044.119999999999,23347.0,DOEL-1,8760,0.06719999808603173
Belgium,Doel 1-4,PWR,CO2,2015,0.085737792,11176.529999999999,15688.0,DOEL-1,8760,0.06720002164535861
Belgium,Doel 1-4,PWR,CO2,2016,0.169689206,22120.2,30035.0,DOEL-1,8784,0.0673841097957523
Belgium,Tihange 1-3,PWR,CO2,1975,0.023752438,3096.3,5360.0,TIHANGE-1,8760,0.0671999989923457
Belgium,Tihange 1-3,PWR,CO2,1976,0.033826302,4409.5,6354.0,TIHANGE-1,8784,0.06738411084431342
Belgium,Tihange 1-3,PWR,CO2,1977,0.044817643,5842.3,7234.0,TIHANGE-1,8760,0.06719999874706878
Belgium,Tihange 1-3,PWR,CO2,1978,0.048873424,6371.0,7582.0,TIHANGE-1,8760,0.06719999909590331
Belgium,Tihange 1-3,PWR,CO2,1979,0.03957589,5159.0,6121.0,TIHANGE-1,8760,0.06719999930219035
Belgium,Tihange 1-3,PWR,CO2,1980,0.047354521,6173.0,7337.0,TIHANGE-1,8784,0.06738411023230195
Belgium,Tihange 1-3,PWR,CO2,1981,0.049204822,6414.2,7762.0,TIHANGE-1,8760,0.06720000011225094
Belgium,Tihange 1-3,PWR,CO2,1982,0.048963792,6382.78,7846.0,TIHANGE-1,8760,0.06720000030080937
Belgium,Tihange 1-3,PWR,CO2,1983,0.087068493,11350.0,13508.0,TIHANGE-1,8760,0.06719999988370044
Belgium,Tihange 1-3,PWR,CO2,1984,0.101490411,13230.0,15467.0,TIHANGE-1,8784,0.06738410961632653
Belgium,Tihange 1-3,PWR,CO2,1985,0.096772603,12615.0,15967.0,TIHANGE-1,8760,0.06720000018073721
Belgium,Tihange 1-3,PWR,CO2,1986,0.136179726,17752.0,20671.0,TIHANGE-1,8760,0.0671999999864804
Belgium,Tihange 1-3,PWR,CO2,1987,0.166849315,21750.0,24082.0,TIHANGE-1,8760,0.06719999997241378
Belgium,Tihange 1-3,PWR,CO2,1988,0.160321096,20899.0,23285.0,TIHANGE-1,8784,0.06738410963510215
Belgium,Tihange 1-3,PWR,CO2,1989,0.160482192,20920.0,23372.0,TIHANGE-1,8760,0.0672000000917782
Belgium,Tihange 1-3,PWR,CO2,1990,0.164133698,21396.0,23833.0,TIHANGE-1,8760,0.06719999974200785
Belgium,Tihange 1-3,PWR,CO2,1991,0.158503014,20662.0,23407.0,TIHANGE-1,8760,0.06720000012777079
Belgium,Tihange 1-3,PWR,CO2,1992,0.162169864,21140.0,23965.0,TIHANGE-1,8784,0.06738410999886471
Belgium,Tihange 1-3,PWR,CO2,1993,0.165852055,21620.0,23840.0,TIHANGE-1,8760,0.06720000008325624
Belgium,Tihange 1-3,PWR,CO2,1994,0.167248219,21802.0,24185.0,TIHANGE-1,8760,0.06719999992844694
Belgium,Tihange 1-3,PWR,CO2,1995,0.152273972,19850.0,21817.0,TIHANGE-1,8760,0.06719999973400503
Belgium,Tihange 1-3,PWR,CO2,1996,0.166102597,21652.66,22775.0,TIHANGE-1,8784,0.06738410948345376
Belgium,Tihange 1-3,PWR,CO2,1997,0.177616428,23153.57,23968.0,TIHANGE-1,8760,0.06720000022804258
Belgium,Tihange 1-3,PWR,CO2,1998,0.166204931,21666.0,22695.0,TIHANGE-1,8760,0.06719999979507062
Belgium,Tihange 1-3,PWR,CO2,1999,0.185505753,24182.0,24971.0,TIHANGE-1,8760,0.06719999984616656
Belgium,Tihange 1-3,PWR,CO2,2000,0.180542466,23535.0,24339.0,TIHANGE-1,8784,0.06738410968107075
Belgium,Tihange 1-3,PWR,CO2,2001,0.166266302,21674.0,22547.0,TIHANGE-1,8760,0.06720000025468303
Belgium,Tihange 1-3,PWR,CO2,2002,0.178133776,23221.01,23820.0,TIHANGE-1,8760,0.06720000024805123
Belgium,Tihange 1-3,PWR,CO2,2003,0.178378641,23252.93,23987.0,TIHANGE-1,8760,0.06719999996387552
Belgium,Tihange 1-3,PWR,CO2,2004,0.180735934,23560.22,23903.0,TIHANGE-1,8784,0.06738410949710995
Belgium,Tihange 1-3,PWR,CO2,2005,0.179571978,23408.49,24085.0,TIHANGE-1,8760,0.06719999996924192
Belgium,Tihange 1-3,PWR,CO2,2006,0.173706017,22643.82,23633.0,TIHANGE-1,8760,0.06720000021727782
Belgium,Tihange 1-3,PWR,CO2,2007,0.17756503,23146.87,23793.0,TIHANGE-1,8760,0.06719999994815715
Belgium,Tihange 1-3,PWR,CO2,2008,0.174744164,22779.15,23180.0,TIHANGE-1,8784,0.06738410944113367
Belgium,Tihange 1-3,PWR,CO2,2009,0.181953819,23718.98,23823.0,TIHANGE-1,8760,0.06719999993422988
Belgium,Tihange 1-3,PWR,CO2,2010,0.181832153,23703.120000000003,23967.0,TIHANGE-1,8760,0.06719999984305863
Belgium,Tihange 1-3,PWR,CO2,2011,0.1776096,23152.68,23379.0,TIHANGE-1,8760,0.06720000000000001
Belgium,Tihange 1-3,PWR,CO2,2012,0.155297512,20244.14,22059.0,TIHANGE-1,8784,0.06738410944638794
Belgium,Tihange 1-3,PWR,CO2,2013,0.152745907,19911.52,20005.0,TIHANGE-1,8760,0.06720000006629327
Belgium,Tihange 1-3,PWR,CO2,2014,0.138462845,18049.62,18078.0,TIHANGE-1,8760,0.06720000322444461
Belgium,Tihange 1-3,PWR,CO2,2015,0.104702438,13648.71,13886.0,TIHANGE-1,8760,0.06720000328822284
Belgium,Tihange 1-3,PWR,CO2,2016,0.148133395,19310.25,19170.0,TIHANGE-1,8784,0.0673840960981862
Brazil,Angra 1-2,PWR,CO2,1982,0.000396603,51.7,413.0,ANGRA-1,8760,0.06720004410058027
Brazil,Angra 1-2,PWR,CO2,1983,0.001246576,162.5,1127.0,ANGRA-1,8760,0.06720003544615386
Brazil,Angra 1-2,PWR,CO2,1984,0.011855736,1545.48,3771.0,ANGRA-1,8784,0.06738410398322851
Brazil,Angra 1-2,PWR,CO2,1985,0.024313052,3169.38,6847.0,ANGRA-1,8760,0.06719999984855082
Brazil,Angra 1-2,PWR,CO2,1986,0.001015364,132.36,512.0,ANGRA-1,8760,0.06719997461468721
Brazil,Angra 1-2,PWR,CO2,1987,0.006985117,910.56,1958.0,ANGRA-1,8760,0.0671999922245651
Brazil,Angra 1-2,PWR,CO2,1988,0.004346828,566.64,1488.0,ANGRA-1,8784,0.06738411893265564
Brazil,Angra 1-2,PWR,CO2,1989,0.013003507,1695.1,5362.0,ANGRA-1,8760,0.06720000077871512
Brazil,Angra 1-2,PWR,CO2,1990,0.015766992,2055.34,7400.0,ANGRA-1,8760,0.06720000093415202
Brazil,Angra 1-2,PWR,CO2,1991,0.010021315,1306.35,5046.0,ANGRA-1,8760,0.06719999954070502
Brazil,Angra 1-2,PWR,CO2,1992,0.011555715,1506.37,4275.0,ANGRA-1,8784,0.06738410918964133
Brazil,Angra 1-2,PWR,CO2,1993,0.003089205,402.7,1524.0,ANGRA-1,8760,0.0671999895703998
Brazil,Angra 1-2,PWR,CO2,1994,0.000317972,41.45,305.0,ANGRA-1,8760,0.06719987261761158
Brazil,Angra 1-2,PWR,CO2,1995,0.017901896,2333.64,8127.0,ANGRA-1,8760,0.06720000041137451
Brazil,Angra 1-2,PWR,CO2,1996,0.017558224,2288.84,5063.0,ANGRA-1,8784,0.06738410706558781
Brazil,Angra 1-2,PWR,CO2,1997,0.022936757,2989.97,6219.0,ANGRA-1,8760,0.0672000024481851
Brazil,Angra 1-2,PWR,CO2,1998,0.023733414,3093.82,6976.0,ANGRA-1,8760,0.06720000085331403
Brazil,Angra 1-2,PWR,CO2,1999,0.027859464,3631.68,8429.0,ANGRA-1,8760,0.06720000237906425
Brazil,Angra 1-2,PWR,CO2,2000,0.042852274,5586.1,9428.0,ANGRA-1,8784,0.06738410963212259
Brazil,Angra 1-2,PWR,CO2,2001,0.103710619,13519.42,15610.0,ANGRA-1,8760,0.06719999988461044
Brazil,Angra 1-2,PWR,CO2,2002,0.099829052,13013.43,15655.0,ANGRA-1,8760,0.06719999996311503
Brazil,Angra 1-2,PWR,CO2,2003,0.09632023,12556.029999999999,14570.0,ANGRA-1,8760,0.0671999999044284
Brazil,Angra 1-2,PWR,CO2,2004,0.082925874,10809.98,14465.0,ANGRA-1,8784,0.06738410961130363
Brazil,Angra 1-2,PWR,CO2,2005,0.070552636,9197.04,12856.0,ANGRA-1,8760,0.06720000036533492
Brazil,Angra 1-2,PWR,CO2,2006,0.099599836,12983.55,14757.0,ANGRA-1,8760,0.06720000025878901
Brazil,Angra 1-2,PWR,CO2,2007,0.089373085,11650.42,13087.0,ANGRA-1,8760,0.06720000005150029
Brazil,Angra 1-2,PWR,CO2,2008,0.10132594,13208.560000000001,14891.0,ANGRA-1,8784,0.06738410977123925
Brazil,Angra 1-2,PWR,CO2,2009,0.093769852,12223.57,13324.0,ANGRA-1,8760,0.0671999999607316
Brazil,Angra 1-2,PWR,CO2,2010,0.105664789,13774.16,14782.0,ANGRA-1,8760,0.0671999999738641
Brazil,Angra 1-2,PWR,CO2,2011,0.113493896,14794.74,16471.0,ANGRA-1,8760,0.06720000006488792
Brazil,Angra 1-2,PWR,CO2,2012,0.116375748,15170.41,16798.0,ANGRA-1,8784,0.06738410962076832
Brazil,Angra 1-2,PWR,CO2,2013,0.10571005,13780.060000000001,14726.0,ANGRA-1,8760,0.06720000043541174
Brazil,Angra 1-2,PWR,CO2,2014,0.110952038,14463.390000000001,15611.0,ANGRA-1,8760,0.06720000310300696
Brazil,Angra 1-2,PWR,CO2,2015,0.106565827,13891.619999999999,14609.0,ANGRA-1,8760,0.0671999842005468
Brazil,Angra 1-2,PWR,CO2,2016,0.11484191,14970.46,15890.0,ANGRA-1,8784,0.06738412429811777
Bulgaria,Kozloduy 1-6,PWR,CO2,1974,0.007112,927.1,3576.0,KOZLODUY-1,8760,0.06720000000000001
Bulgaria,Kozloduy 1-6,PWR,CO2,1975,0.015700712,2046.6999999999998,8314.0,KOZLODUY-1,8760,0.0671999985928568
Bulgaria,Kozloduy 1-6,PWR,CO2,1976,0.035277698,4598.7,14186.0,KOZLODUY-1,8784,0.06738410838541328
Bulgaria,Kozloduy 1-6,PWR,CO2,1977,0.04175989,5443.7,14065.0,KOZLODUY-1,8760,0.06719999933868509
Bulgaria,Kozloduy 1-6,PWR,CO2,1978,0.04198274,5472.75,14417.0,KOZLODUY-1,8760,0.06720000043853638
Bulgaria,Kozloduy 1-6,PWR,CO2,1979,0.043944657,5728.5,15330.0,KOZLODUY-1,8760,0.0671999991830322
Bulgaria,Kozloduy 1-6,PWR,CO2,1980,0.043767452,5705.4,14815.0,KOZLODUY-1,8784,0.06738410950467978
